genres,genre_id
"Young Adult;Contemporary;Romance;Fiction;Realistic Fiction;Womens Fiction,Chick Lit;Sociology,Abuse;Young Adult,Teen;Young Adult,Young Adult Contemporary;Young Adult,High School",1025
"Fiction;Thriller;War,Military Fiction;Action;War",1026
"Games,Role Playing Games;Games,Gaming;Horror;Sports and Games,Games;Lovecraftian,Cthulhu Mythos;Fantasy",1027
"Fiction;Thriller;War,Military Fiction;War;Adventure;Suspense;Action;Thriller,Mystery Thriller;Mystery;Spy Thriller,Espionage",1028
"Fiction;Thriller;War,Military Fiction;Action;Audiobook",1029
"Cultural,Africa;Nonfiction;Autobiography,Memoir;Travel;History;Biography;Writing,Journalism;Eastern Africa,Kenya;Biography,Autobiography;Travel,Travelogue",1030
"Nonfiction;Autobiography,Memoir;Biography;Writing,Journalism;War;Biography,Autobiography;Biography Memoir;Travel;History;Politics",1031
"Nonfiction;History;War;Autobiography,Memoir;Writing,Journalism;War,Military Fiction;Military,Military History;Biography;North American Hi...,American History;Cultural,Asia",1032
"Horror;Fiction;Mystery;Fantasy;Thriller;Fantasy,Supernatural;Own;Novels;Fantasy,Paranormal;Suspense",1033
"Humor;Fiction;Humor,Comedy;Politics;Writing,Journalism;Culture,Pop Culture;Reference;Short Stories",1034
"Childrens,Picture Books;Family;Animals;Childrens;Childrens,Storytime;Humor;Childrens,Juvenile",1035
"Childrens;Science,Mathematics",1036
"Nonfiction;History;War;Autobiography,Memoir;Writing,Journalism;Biography;War,Military Fiction;Military,Military History;Politics;History,European History",1037
"Nonfiction;History;War;Politics;Writing,Journalism;Religion;North American Hi...,American History;Reportage;Religion,Islam;Historical",1038
"Cultural,India;Nonfiction;Travel;History;Asian Literature,Indian Literature;Cultural,Asia;Geography,Cities;Autobiography,Memoir;Sociology;Cultural",1039
"Travel;Nonfiction;Autobiography,Memoir;Cultural,Asia;Biography;History;Adventure;Biography Memoir;Literature,Asian Literature;Biography,Autobiography",1040
"Nonfiction;History;Autobiography,Memoir;Cultural,Asia;Biography;War;Biography Memoir;Biography,Autobiography;Historical;Adventure,Survival",1041
"Nonfiction;History;Autobiography,Memoir;Biography;Cultural,Asia;War;Biography Memoir;Biography,Autobiography;Historical;Politics",1042
"Classics;Fiction;Science Fiction;Science Fiction,Dystopia;Academic,School;Literature;Novels;Fantasy;Audiobook;Adult",1043
"Short Stories;Fiction;European Literature,Spanish Literature;Magical Realism;Classics;Literature,Latin American Literature;Nobel Prize;Literature;Cultural,Latin American;Novels",1044
"Fiction;Short Stories;Magical Realism;Classics;Literature;Fantasy;Literary Fiction;Literature,Latin American Literature;European Literature,Spanish Literature;Novels",1045
"Classics;Fiction;Historical,Historical Fiction;Literature;Novels;Academic,School;Literature,American;Historical;Classics,Classic Literature;Young Adult,High School",1046
"Fantasy;Fiction;Fantasy,Mythology;Fantasy,Urban Fantasy;Audiobook;Science Fiction;Science Fiction Fantasy;Adult;Contemporary;Horror",1047
"History;Nonfiction;Religion;North American Hi...,American History;Politics;Military History,American Revolution;Religion,Christianity;Historical;American Revolution,American Revolutionary War;Literature,American",1048
"Classics;Fiction;Historical,Historical Fiction;Literature;Novels;Literature,American;Literary Fiction;Historical;Classics,Classic Literature;Literature,20th Century",1049
"History;Science;Nonfiction;Anthropology;History,Archaeology;Cultural,Asia;History,Prehistory;Historical;Religion;History,Ancient History",1050
"Biography;Nonfiction;History;Childrens;Politics,Presidents;Childrens,Chapter Books;Biography Memoir;Childrens,Middle Grade;North American Hi...,American History;Historical",1051
"Biography;History;Nonfiction;Politics,Presidents;Politics;North American Hi...,American History;Presidents,Us Presidents;Biography Memoir;The United States Of America;Historical",1052
"Fiction;Humor;Contemporary;LGBT;Humor,Comedy;Novels;Adult;Adult Fiction;Audiobook;LGBT,Gay",1053
"Autobiography,Memoir;Nonfiction;Biography;Humor;Biography Memoir;Biography,Autobiography;LGBT;Audiobook;Psychology;LGBT,Queer",1054
"Autobiography,Memoir;Nonfiction;Biography;Humor;Biography Memoir;Biography,Autobiography;LGBT;Psychology;Health,Mental Health;Mental Health,Mental Illness",1055
"Psychology;Nonfiction;Self Help;Religion;Spirituality;Philosophy;Christian;Religion,Theology;Psychology,Counselling;Religion,Christianity",1056
"Psychology;Nonfiction;Self Help;Spirituality;Philosophy;Self Help,Personal Development;Religion;Inspirational;Relationships;Classics",1057
"Classics;Mystery;Fiction;Short Stories;Mystery,Crime;Historical,Historical Fiction;Adult;Adventure;Historical;Thriller",1058
"Fiction;Classics;Contemporary;Literature;Literary Fiction;Novels;Historical,Historical Fiction;Young Adult,Coming Of Age;Adult Fiction;Literature,American",1059
"Nonfiction;Health,Medicine;Medical;Science;Autobiography,Memoir;Health;Biography;Health,Health Care;Writing,Essays;Audiobook",1060
Poetry;Childrens;Nonfiction,1061
"Womens Fiction,Chick Lit;Fiction;Romance;Humor;Contemporary;European Literature,British Literature;Humor,Comedy;Adult;Adult Fiction;Novels",1062
"Womens Fiction,Chick Lit;Fiction;Humor;Romance;Contemporary;Adult;Modern;Novels;Adult Fiction;European Literature,British Literature",1063
"Fantasy;Young Adult;Fiction;Mystery;Horror;Thriller;European Literature,Spanish Literature;Historical,Historical Fiction;Gothic;Romance",1064
"Education;Nonfiction;Teaching;Social Issues,Poverty;Sociology;Economics;Psychology;Academic,School;Social Movements,Social Justice;Politics",1065
"Fantasy;Young Adult;Fiction;Mystery;Horror;European Literature,Spanish Literature;Historical,Historical Fiction;Fantasy,Paranormal;Gothic;Thriller",1066
"Fiction;Historical,Historical Fiction;Mystery;Fantasy;Writing,Books About Books;Historical;Cultural,Spain;Magical Realism;European Literature,Spanish Literature;Gothic",1067
"Computer Science,Programming;Science,Technology;Computer Science,Computers;Nonfiction;Computer Science,Software;Computer Science,Technical;Computer Science,Coding",1068
"Fiction;Childrens;Sports,Sports;Young Adult;Realistic Fiction;Childrens,Middle Grade;Sports,Baseball;Literature,Jewish;Religion,Judaism;Childrens,Juvenile",1069
"Science Fiction;Young Adult;Fiction;Fantasy;Science Fiction,Aliens;War;Science Fiction,Dystopia;Science Fiction Fantasy;Childrens;Young Adult,Young Adult Science Fiction",1070
"Science Fiction;Fantasy;Young Adult;Fiction;Romance;Adventure;Classics;Science Fiction,Aliens;Childrens;Science Fiction Fantasy",1071
"Fiction;Historical,Historical Fiction;Contemporary;Novels;Literature;Literary Fiction;Magical Realism;World War II,Holocaust;Literature,Jewish;Historical",1072
"Fiction;Contemporary;Historical,Historical Fiction;Novels;Literary Fiction;Adult;Adult Fiction;Literature;New York;Young Adult",1073
"Science;Nonfiction;Science,Biology;Biology,Genetics;Biology,Evolution;Science,Popular Science;History;Health,Medicine;Medical;Biography",1074
"Science;Science,Biology;Reference;Science,Engineering;Science,Computer Science;Textbooks",1075
"Science;Nonfiction;Science,Biology;History;Biography;Biology,Genetics;Health,Medicine;Business;Biology,Evolution;Science,Popular Science",1076
"Fiction;Historical,Historical Fiction;Mystery;Historical;Fantasy,Magic;Fantasy;Literature;Novels;Adventure;Contemporary",1077
"Childrens,Picture Books;Childrens;Animals;Fiction;Childrens,Storytime;Kids;Humor;Childrens,Juvenile;Poetry;Classics",1078
"Childrens,Picture Books;Childrens;Animals;Fiction;Humor;Fantasy;Childrens,Storytime;Kids;Childrens,Juvenile;Academic,School",1079
"Childrens,Picture Books;Childrens;Animals;Fiction;Humor;Music;Childrens,Storytime;Childrens,Juvenile;Fantasy;Kids",1080
"Fiction;Humor;Academic,Academia;Contemporary;Literary Fiction;Novels;Literature;Adult Fiction;Humor,Comedy;Audiobook",1081
"Childrens,Picture Books;Childrens;Poetry;Adventure,Pirates;Animals;Humor;Fiction;Childrens,Storytime;Adventure;Romance",1082
"Classics;Fiction;Historical,Historical Fiction;War;Humor;Literature;Novels;Literature,American;Unfinished;Historical",1083
"Nonfiction;Cultural,Japan;History;Biography;Autobiography,Memoir;Anthropology;Cultural;Cultural,Asia;Historical;Asian Literature,Japanese Literature",1084
"Nonfiction;Science;Reference;Reference,Trivia;Science,Popular Science;Humor;History;Environment,Nature;Science,Biology;Food and Drink,Cooking",1085
"Short Stories;Fiction;Classics;Literature;Literature,American;Literary Fiction;Literature,20th Century;Anthologies;Classics,Classic Literature;Novels",1086
"Nonfiction;Food and Drink,Food;Alcohol,Cocktails;Food and Drink,Cooking",1087
"Classics;Fiction;Historical,Historical Fiction;Literature;War;Novels;Literature,American;Cultural,Spain;Classics,Classic Literature;Historical",1088
"Classics;Nonfiction;Autobiography,Memoir;Biography;Cultural,France;Travel;Literature;Literature,American;Biography Memoir;Biography,Autobiography",1089
"Fiction;Classics;Literature;Literature,American;Novels;Literary Fiction;Adventure;Historical,Historical Fiction;Literature,20th Century;Classics,Modern Classics",1090
"Fiction;European Literature,German Literature;Contemporary;Cultural,Germany;Humor;Roman;Novels;Audiobook;Historical,Historical Fiction;Literature,21st Century",1091
"Fiction;Short Stories;Classics;Literature;Literature,American;The United States Of America;Literary Fiction;Literature,20th Century;American,Americana;Novels",1092
"Nonfiction;History;Biography;Animals,Cats;Animals;Biography Memoir",1093
"Fiction;Contemporary;Literature;Novels;Literary Fiction;Young Adult,Coming Of Age;Literature,American;The United States Of America;Drama;Unfinished",1094
"Nonfiction;Autobiography,Memoir;Biography;Biography,Autobiography;Biography Memoir;Contemporary;Literature,American;Sports,Sports;Language,Writing;European Literature,German Literature",1095
"Fiction;Contemporary;Literature;Literary Fiction;Novels;Literature,American;Drama;Roman;The United States Of America;Audiobook",1096
"Fiction;Contemporary;Literary Fiction;Novels;Humor;Literature,American;Literature;Roman;The United States Of America;Own",1097
"Fiction;Literature;Literary Fiction;Contemporary;Literature,American;Novels;The United States Of America;Roman;Historical,Historical Fiction;Humor",1098
"Fiction;Novels;Literary Fiction;Literature;Literature,American;Contemporary;Roman;The United States Of America;Marriage;Adult Fiction",1099
"Short Stories;Classics;Fiction;Literature;Literature,American;Literary Fiction;American,American Fiction;Anthologies,Collections;The United States Of America;Literature,20th Century",1100
"Nonfiction;Biography;Autobiography,Memoir;Classics;Literature;Literature,American",1101
"Language,Writing",1102
Fiction;Short Stories;Classics,1103
"Classics;Fiction;Literature;Romance;Literature,American;Novels;Literature,20th Century;Literary Fiction;Cultural,France;Classics,Modern Classics",1104
"Classics;Fiction;Criticism,Literary Criticism;Classics,Classic Literature;Literature;The United States Of America",1105
"Classics;Fiction;Academic,School;Historical,Historical Fiction;Literature;Romance;Novels;Academic,Read For School;Young Adult,High School;Literature,American",1106
"Academic,Academics;Classics",1107
"Fiction;Mystery;Thriller,Legal Thriller;Thriller;Audiobook;Mystery,Crime;Thriller,Mystery Thriller;Law;Suspense;Novels",1108
"Fiction;Mystery;Thriller,Legal Thriller;Thriller;Mystery,Crime;Thriller,Mystery Thriller;Suspense;Audiobook;Adult Fiction;Law",1109
"Fiction;Mystery;Thriller,Legal Thriller;Thriller;Mystery,Crime;Thriller,Mystery Thriller;Suspense;Audiobook;Historical,Historical Fiction;Novels",1110
"Fiction;Mystery;Thriller,Legal Thriller;Thriller;Mystery,Crime;Thriller,Mystery Thriller;Suspense;Law;Audiobook;Novels",1111
"Law;Nonfiction;Autobiography,Memoir;Biography;Education;Biography Memoir;Academic,College;Biography,Autobiography;Academic,Academia;Business",1112
"Nonfiction;Law;Crime,True Crime;Mystery,Crime;Politics;History;Autobiography,Memoir;Philosophy;Social Issues;Death",1113
"Historical,Historical Fiction;Fiction;Historical;Historical,Medieval;Adventure;Health,Medicine;Classics;Novels;Romance;European Literature,British Literature",1114
"Historical,Historical Fiction;Fiction;Historical;Drama;Novels;Contemporary;The United States Of America;Health,Medicine;Medical;European Literature,German Literature",1115
"Fiction;Historical,Historical Fiction;Historical;Literature,Jewish;Religion;The United States Of America;Religion,Judaism;Novels;Romance;Drama",1116
"Historical,Historical Fiction;Fiction;Historical;Cultural,Spain;Literature,Jewish;Novels;Religion;Religion,Judaism;Literature,15th Century;Historical,Medieval",1117
Poetry,1118
"Historical,Historical Fiction;Fiction;Historical;Novels;The United States Of America;Drama;Health,Medicine;Adventure;Roman;European Literature,German Literature",1119
"Poetry;Fiction;Literature,21st Century;Adult;Audiobook;European Literature,British Literature",1120
Juvenile Fiction,1121
"History;Nonfiction;Literature,American;Academic,Read For School;Reference,Research;Sociology;Feminism;Cultural;North American Hi...,American History",1122
"Young Adult;Science Fiction;Mystery;Fiction;Academic,School;Science Fiction,Dystopia;Childrens,Middle Grade;Academic,Read For School;Action;Thriller",1123
"Fiction;Classics;Novels;Literature,20th Century;American,Americana;Literature,American;Classics,Classic Literature;Literature",1124
"Nonfiction;Cultural,Canada;Art,Photography;Art;Writing,Essays;Humor;Literature,Canadian Literature",1125
"Nonfiction;Cultural,Canada;Writing,Essays;Art;Travel;Humor;Design;Art,Photography;Autobiography,Memoir;Cultural",1126
"Classics;Nonfiction;Philosophy;History;War;Politics;Business;War,Military Fiction;Cultural,China;Leadership",1127
"Sequential Art,Comics;Politics;Anthologies",1128
"Military History,Civil War;History;American History,American Civil War;Nonfiction",1129
"Media Tie In,Star Wars;Science Fiction;Fantasy;Space,Space Opera;Drama;Classics;Fiction;Culture,Film",1130
"History;War;War,Military Fiction;Military,Military History",1131
"Media Tie In,Star Wars;Science Fiction;Fiction;Culture,Film;Art;Media Tie In;Fantasy",1132
"History;History,Ancient History;Military,Military History;Nonfiction;War;War,Military Fiction;Cultural,Greece;Reference;Literature,Ancient;Classics",1133
"Classics;Fiction;Literature;Literature,American;Novels;Literary Fiction;Literature,20th Century;Classics,Classic Literature;Nobel Prize;The United States Of America",1134
"Classics;Fiction;Literature;Historical,Historical Fiction;Literature,American;Novels;Literary Fiction;Classics,Classic Literature;Literature,20th Century;The United States Of America",1135
"Literature;Fiction;Literary Fiction;Classics;Novels;Anthologies,Collections;Literature,American;Short Stories;Travel",1136
"Fiction;Classics;Literature;Novels;Historical,Historical Fiction;Literature,American;Literature,20th Century;Literary Fiction;The United States Of America;Classics,Classic Literature",1137
"Nonfiction;Classics;Travel;Science;Environment,Nature;Autobiography,Memoir;Literature;Biography;Science,Natural History;Environment",1138
"History;Nonfiction;Science;Biography;Historical;Science,History Of Science;Science,Geography;Science,Technology;Travel;Science,Popular Science",1139
"Science,Geography",1140
Science,1141
"History;Nonfiction;Cultural,China;Cultural,Asia;Historical;History,World History;Travel;North American Hi...,American History;Science;Leadership",1142
"Category Romance,Harlequin;Romance",1143
"History;Nonfiction;North American Hi...,American History;Historical;Audiobook;Literature,American;War;Literature,17th Century;Native Americans;The United States Of America",1144
"History;Nonfiction;Race;Cultural,African American;North American Hi...,American History;Social Movements,Social Justice;Cultural,Africa;Philosophy,Theory;Historical;History,World History",1145
"Fiction;Cultural,India;Magical Realism;Literature;Historical,Historical Fiction;Contemporary;Literary Fiction;Novels;Asian Literature,Indian Literature;Cultural,Asia",1146
"Fiction;Magical Realism;Classics;Cultural,India;Historical,Historical Fiction;Fantasy;Literature;Novels;Literary Fiction;Asian Literature,Indian Literature",1147
"Fantasy;Fiction;Magical Realism;Young Adult;Childrens;Cultural,India;Literature;Classics;Novels;Adventure",1148
"Fiction;Literature;Cultural,India;Contemporary;Literary Fiction;Magical Realism;Novels;Asian Literature,Indian Literature;European Literature,British Literature;New York",1149
"Computer Science,Programming;Science,Computer Science;Science,Technology;Computer Science,Software;Computer Science,Technical;Nonfiction;Computer Science,Coding;Computer Science,Computers;Reference;Science,Engineering",1150
"Self Help;Nonfiction;Business;Psychology;Self Help,Personal Development;Classics;Leadership;Philosophy;Inspirational;Business,Management",1151
"Self Help;Nonfiction;Psychology;Self Help,Personal Development;Business;Philosophy;Audiobook;Leadership;Inspirational;Health",1152
"Self Help;Nonfiction;Self Help,Personal Development;Business;Psychology;Philosophy;Health;Business,Management;Classics;Anthologies,Collections",1153
"Self Help;Leadership;Business;Nonfiction;Self Help,Personal Development;Psychology;Business,Management;Relationships;Language,Communication;Audiobook",1154
"Psychology;Nonfiction;Self Help;Parenting;Health,Mental Health;Self Help,Personal Development;Psychology,Psychoanalysis;Education;Health;Philosophy",1155
"Nonfiction;Self Help;Business;Psychology;Leadership;Self Help,Personal Development;Business,Management;Philosophy;Inspirational;Audiobook",1156
"Business;Nonfiction;Business,Entrepreneurship;Business,Management;Buisness;Leadership;Economics;Self Help;Audiobook;Economics,Finance",1157
"Classics;Fiction;Literature;Cultural,Africa;Historical,Historical Fiction;Academic,School;Novels;Academic,Read For School;Adventure;Young Adult,High School",1158
"Classics;Fiction;Literature;Short Stories;Cultural,Africa;Novels;Adventure;Literature,19th Century;European Literature,British Literature;Historical,Historical Fiction",1159
"Nonfiction;Autobiography,Memoir;Biography;Education;Biography,Autobiography;Teaching;Biography Memoir;European Literature,Irish Literature;Cultural,Ireland;Audiobook",1160
"Nonfiction;Autobiography,Memoir;Biography;Classics;Cultural,Ireland;Biography,Autobiography;Biography Memoir;History;European Literature,Irish Literature;Historical",1161
"Classics;Fiction;Humor;Travel;Humor,Comedy;European Literature,British Literature;Literature,19th Century;Literature;Adventure;Audiobook",1162
"Classics;Fiction;Humor;Literature;Travel;Humor,Comedy;Literature,19th Century;European Literature,British Literature;Novels;Historical,Victorian",1163
"Fiction;Magical Realism;Fantasy;Cultural,Japan;Asian Literature,Japanese Literature;Contemporary;Novels;Literature;Classics;Literary Fiction",1164
"Classics;Cultural,Russia;Literature;Literature,Russian Literature;Philosophy;Novels;Literature,19th Century;Classics,Classic Literature;Religion;Historical,Historical Fiction",1165
"Nonfiction;Food and Drink,Food;Art,Photography;Science,Geography;Travel;Cultural;Childrens,Picture Books;Sociology;Food and Drink,Cooking;Food and Drink,Cookbooks",1166
"Childrens,Picture Books;Childrens;Fiction;Classics;Animals;Food and Drink,Food;Number,Counting;Childrens,Storytime;Kids;Science,Mathematics",1167
"Childrens,Picture Books;Childrens;Animals;Childrens,Storytime;Fiction;Food and Drink,Food;Humor;Kids;Classics;Fantasy",1168
"Science,Mathematics;Childrens,Picture Books;Childrens;Animals;Number,Counting;Fiction;Mathematics,Number;Academic,School;Mathematics,Division;Mathematics,Multiplication",1169
"Fiction;Cultural,India;Historical,Historical Fiction;Asian Literature,Indian Literature;Literary Fiction;Cultural,Asia;Novels;Contemporary;Literature;Historical",1170
"Nonfiction;Self Help;Health;Psychology;Food and Drink,Food;Autobiography,Memoir;Health,Mental Health;Mental Health,Mental Illness;Health,Nutrition",1171
"Fiction;Cultural,Africa;Historical,Historical Fiction;War;Northern Africa,Sudan;Contemporary;Novels;Literature;Book Club;Historical",1172
"Fiction;Contemporary;Literature;Humor;Biography Memoir;Novels;Literature,American;Unfinished;Adult;Literary Fiction",1173
"Fiction;Novels;Travel;Contemporary;Literature;Literary Fiction;Literature,American;Adult Fiction;Humor;Adult",1174
"Short Stories;Fiction;Literature;Contemporary;Literature,American;Literary Fiction;Anthologies,Collections;Writing,Essays;Novels;Literature,21st Century",1175
"Holiday,Christmas;Childrens,Picture Books;Childrens;Holiday;Humor;Fantasy",1176
"Historical,Historical Fiction;Fiction;Historical;European Literature,British Literature;Book Club;Adult;Audiobook;Adult Fiction;Novels;Literature",1177
Parenting;Nonfiction,1178
Fantasy;Fiction;Horror;Science Fiction;Westerns;Adventure;Audiobook;Science Fiction Fantasy;Epic;Thriller,1179
"Nonfiction;Writing,Essays;Autobiography,Memoir;Humor;Classics;Biography;Politics;Literature;Literature,American;Biography Memoir",1180
"Classics;Fiction;Science Fiction;War;Historical,Historical Fiction;Literature;Novels;Science Fiction,Time Travel;Fantasy;Literature,American",1181
"Fiction;Science Fiction;Classics;Literature;Novels;Contemporary;Humor;Science Fiction Fantasy;Fantasy;Humor,Comedy",1182
"Fiction;Short Stories;Humor;Science Fiction;Classics;Literature;Literature,American;Writing,Essays;Adult Fiction;Fantasy",1183
"Fiction;Classics;Humor;Literature;Science Fiction;Novels;Literature,American;Historical,Historical Fiction;Literature,20th Century;Literary Fiction",1184
"Nonfiction;Writing,Essays;Autobiography,Memoir;Humor;Biography;Classics;Biography,Autobiography;Literature,American;Short Stories;Biography Memoir",1185
"Historical,Historical Fiction;Fiction;Historical;Religion;Book Club;Feminism;Adult;Adult Fiction;Womens;Novels",1186
"Historical,Historical Fiction;Religion",1187
"History;Nonfiction;Cultural,Germany;History,European History;Politics;War,Military Fiction;War;European Literature,German Literature;History,World History;Historical",1188
"Dungeons and Dragons,Dragonlance;Fantasy;Fiction;Role Playing Games,Dungeons and Dragons;Fantasy,High Fantasy;Adventure;Science Fiction Fantasy;Reference;Literature,American;Dungeons and Dragons,Forgotten Realms",1189
"History;Nonfiction;War,World War II;War;Military,Military History;Cultural,Germany;War,Military Fiction;Cultural,Russia;History,European History;Historical",1190
"Fiction;Contemporary;Literary Fiction;European Literature,British Literature;Literature;Novels;Adult Fiction;Book Club;Literature,21st Century;Adult",1191
"Childrens,Picture Books;Cultural;Family;Childrens;Realistic Fiction;European Literature,Spanish Literature;Fiction;Cultural,Latin American;Love;Academic,School",1192
"Historical,Historical Fiction;Fiction;Thriller;Historical;Mystery;Audiobook;Romance;Drama;Suspense;European Literature,British Literature",1193
"Fiction;Historical,Historical Fiction;Thriller;Mystery;Suspense;Historical;Spy Thriller,Espionage;Thriller,Mystery Thriller;Cultural,Russia;War",1194
"Historical,Historical Fiction;Fiction;Thriller;Mystery;Historical;Suspense;Adventure;War,World War II;War;Romance",1195
"Nonfiction;Health;Science;Health,Medicine;Medical;Business;Politics;History;Economics;Health,Health Care",1196
"Historical,Historical Fiction;Fiction;Thriller;Historical;War;War,World War II;Spy Thriller,Espionage;Suspense;Cultural,France;Mystery",1197
"Thriller;Mystery;Suspense;Thriller,Mystery Thriller;Mystery,Crime;Audiobook;Historical,Historical Fiction;Novels;Adventure;Contemporary",1198
"Sequential Art,Manga;Sequential Art,Comics;Science Fiction;Sequential Art,Graphic Novels;Manga,Seinen;Science Fiction,Cyberpunk;Sequential Art,Bande Dessinée;Comics Manga;Apocalyptic,Post Apocalyptic;Action",1199
"Sequential Art,Manga;Science Fiction;Sequential Art,Comics;Manga,Seinen;Sequential Art,Graphic Novels;Science Fiction,Cyberpunk;Sequential Art,Bande Dessinée;Comics Manga;Apocalyptic,Post Apocalyptic;Action",1200
"Sequential Art,Manga;Sequential Art,Comics;Science Fiction;Sequential Art,Graphic Novels;Science Fiction,Cyberpunk;Manga,Seinen;Comics Manga;Apocalyptic,Post Apocalyptic;Science Fiction,Dystopia;Sequential Art,Bande Dessinée",1201
Health;Nonfiction;Psychology;Science,1202
"Nonfiction;Autobiography,Memoir;Food and Drink,Food;Biography;Cultural,France;Travel;Food and Drink,Cooking;Biography,Autobiography;Food and Drink,Cookbooks;Biography Memoir",1203
Fantasy;Fiction;Horror;Science Fiction;Adventure;Westerns;Audiobook;Science Fiction Fantasy;Thriller;Novels,1204
"Fiction;Classics;Science Fiction,Dystopia;Science Fiction;Feminism;Fantasy;Adult;Audiobook;Literature;Novels",1205
"Classics;Fiction;Young Adult;Literature;Academic,School;Novels;Young Adult,Coming Of Age;Young Adult,High School;Literature,American;Academic,Read For School",1206
"Classics;Fiction;Writing,Books About Books;Young Adult",1207
"Fiction;Classics;Short Stories;Literature;Literature,American;Novels;Literary Fiction;Literature,20th Century;Adult;Adult Fiction",1208
"Fiction;Classics;Short Stories;Literature;Literature,American;Novels;Literary Fiction;Literature,20th Century;Novella;Adult Fiction",1209
"Philosophy;Nonfiction;Psychology;Classics;Writing,Essays;Spirituality;Science;Religion;Literature;European Literature,British Literature",1210
"Classics;Fiction;Science Fiction;Science Fiction,Dystopia;Literature;Novels;Academic,School;Fantasy;Philosophy;Science Fiction Fantasy",1211
"Fiction;Classics;Science Fiction;Philosophy;Science Fiction,Dystopia;Literature;Novels;Science Fiction,Utopia;Fantasy;European Literature,British Literature",1212
"Philosophy;Nonfiction;Religion;Spirituality;Psychology;Classics;Occult,Mysticism;History;Unfinished;Religion,Theology",1213
"Philosophy;Spirituality;Religion;Writing,Essays;Nonfiction;Religion,Theology;Occult,Mysticism",1214
"Psychology;Nonfiction;Philosophy;Spirituality;Science;Writing,Essays;Religion;History;Occult,Mysticism;Classics",1215
"Fiction;Classics;Literature;Philosophy;Novels;European Literature,British Literature;Literature,20th Century;Classics,Modern Classics;Literature,English Literature;Classics,Classic Literature",1216
"Fiction;Classics;Philosophy;Literature;Novels;Science Fiction;Literature,20th Century;European Literature,British Literature;Literary Fiction;Unfinished",1217
"Cultural,Africa;Autobiography,Memoir;Nonfiction;Biography;Eastern Africa,Kenya;History;Biography,Autobiography;Biography Memoir;Travel;Classics",1218
"Womens Fiction,Chick Lit;Fiction;Contemporary;Romance;Adult;Humor;Adult Fiction;Couture,Fashion;Novels;Realistic Fiction",1219
"Fiction;Criticism,Literary Criticism;Cultural,India",1220
"Classics;Fiction;Young Adult;Historical,Historical Fiction;Academic,School;Young Adult,Coming Of Age;Young Adult,High School;Literature;Academic,Read For School;Novels",1221
"Fiction;Contemporary;Adult Fiction;Womens Fiction,Chick Lit;Novels;Sociology,Abuse;Drama;Adult;Suspense;Literary Fiction",1222
"Fiction;Contemporary;Historical,Historical Fiction;American,Southern;Literary Fiction;Adult Fiction;Novels;Romance;Adult;Literature",1223
"Fiction;Romance;Magical Realism;Contemporary;Womens Fiction,Chick Lit;Adult Fiction;Adult;Novels;Literary Fiction;Literature",1224
"Nonfiction;Biography;Autobiography,Memoir;Biography,Autobiography;Poetry;Cultural,African American;Classics;Biography Memoir;Feminism;Literature,American",1225
"Fiction;Mystery;Contemporary;Womens Fiction,Chick Lit;Adult Fiction;Drama;Adult;Novels;Family;Literature",1226
"Historical,Historical Fiction;Fiction;Historical;Cultural,African American;American,Southern;Book Club;Adult;Family;Race;Novels",1227
"Fiction;Womens Fiction,Chick Lit;Romance;Contemporary;Adult Fiction;Adult;Drama;Realistic Fiction;Young Adult;Novels",1228
Juvenile Nonfiction,1229
"Fiction;Mystery;Historical,Historical Fiction;Contemporary;Adult Fiction;Adult;Historical;Book Club;Novels;Thriller,Mystery Thriller",1230
"Fiction;Historical,Historical Fiction;Cultural,Canada;Historical;Literary Fiction;Novels;Literature,Canadian Literature;Book Club;LGBT;Adult Fiction",1231
"Fiction;Cultural,African American;Womens Fiction,Chick Lit;Romance;Contemporary;Adult Fiction;American,African American Literature;Adult;Womens;Literature",1232
"Fiction;Womens Fiction,Chick Lit;Contemporary;Novels;Mystery;Adult Fiction;Book Club;Literary Fiction;Adult;Drama",1233
"Fiction;Historical,Historical Fiction;American,Southern;Historical;Contemporary;Novels;Literary Fiction;Adult Fiction;Drama;Family",1234
"Fiction;Historical,Historical Fiction;Contemporary;Novels;Literary Fiction;Cultural,African American;Literature;Adult Fiction;Womens;Historical",1235
"Fiction;Historical,Historical Fiction;Contemporary;Adult Fiction;Novels;Literary Fiction;Adult;Book Club;Womens;Literature",1236
"Fiction;Womens Fiction,Chick Lit;Contemporary;Adult Fiction;Romance;Adult;Novels;Womens Fiction;Family Law,Divorce;Audiobook",1237
"Fiction;Womens Fiction,Chick Lit;Mystery;Contemporary;Romance;Adult Fiction;Adult;Book Club;Novels;Literature",1238
"Fiction;Womens Fiction,Chick Lit;Romance;Cultural,Ireland;Contemporary;European Literature,Irish Literature;Adult Fiction;Novels;Adult;Drama",1239
"Fiction;Historical,Historical Fiction;Classics;Cultural,African American;Academic,School;Literature;Adult Fiction;Literary Fiction;Historical;Novels",1240
"Fiction;Classics;Cultural,African American;Historical,Historical Fiction;Literary Fiction;Literature;Novels;Feminism;Contemporary;Race",1241
"Childrens;Fiction;Cultural,African American;Literature,Banned Books;Family;Childrens,1st Grade",1242
"Fiction;Contemporary;Womens Fiction,Chick Lit;Adult Fiction;Young Adult,Coming Of Age;Novels;Adult;Literary Fiction;Drama;Mental Health,Mental Illness",1243
