Author,author_id
Laura Ingalls Wilder/Stephen W. Hines,1546
Laura Ingalls Wilder,1547
William   Anderson,1548
Laura Ingalls Wilder/Roger Lea MacBride/Margot Patterson Doss,1549
Laura Ingalls Wilder/William   Anderson,1550
Tim Freke/Peter Gandy,1551
Jean-Luc Marion/Stephen E. Lewis,1552
Hans Jonas/Lawrence Vogel/Eleonore Jonas,1553
Melissa Wiley/Renée Graef,1554
Donald Zochert,1555
Laura Ingalls Wilder/Renée Graef,1556
Laura Ingalls Wilder/Cherry Jones,1557
Laura Ingalls Wilder/Renée Graef/Jody Wheeler,1558
Cynthia Rylant/Jim LaMarche,1559
Laura Ingalls Wilder/Richard  Hull,1560
Ann Romines,1561
Laura Ingalls Wilder/Cherry Jones/Paul Woodiel,1562
Laura Ingalls Wilder/Garth Williams,1563
Laura Ingalls Wilder/Renée Graef/Heather Henson,1564
Carolyn Strom Collins/Christina Wyss Eriksson/Mary Collier,1565
Laura Ingalls Wilder/Doris Ettlinger,1566
Barbara M. Walker/Garth Williams,1567
Rose Wilder Lane,1568
David Burnie,1569
David Burnie/Don E. Wilson,1570
Melody Malmberg/Walt Disney Company,1571
Sergio Ramírez,1572
David Burnie/Peter K. Chadwick,1573
Jeanne DuPrau,1574
Frank E. Peretti,1575
Mary O'Neill/John Wallner,1576
Simone de Beauvoir/H.M. Parshley/Margaret Crosland,1577
Simone de Beauvoir/H.M. Parshley,1578
Mary Daly,1579
R.B. Bernstein,1580
Thomas Jefferson,1581
Dennis Brindell Fradin/Nancy Harrison/John   O'Brien,1582
Monty Roberts/Lucy Grealy/Lawrence Scanlan,1583
Dick Francis,1584
Dick Francis/John Welcome,1585
Lynne Truss/Bonnie Timmons,1586
Lynne Truss,1587
Ian Hemphill/Kate Hemphill,1588
Patrick O'Brian,1589
Tom McGregor,1590
Patrick O'Brian/Simon Vance,1591
Karen Hawkins,1592
Timothy D. Taylor,1593
Timothy  Taylor,1594
Mary Lawson,1595
Orson Scott Card/Piotr W. Cholewa,1596
John Dickson Carr/Daniel Stashower,1597
Arthur Conan Doyle/Philip Gooden,1598
Arthur Conan Doyle/Javier Gomez Rea,1599
Anthony Robbins/Kenneth H. Blanchard/Jason Winters,1600
Edward C. Klatt/Vinay   Kumar,1601
Douglas Adams/Martin  Freeman,1602
Terry Jones/Marie-Catherine Caillava,1603
Hélène Greven-Borde,1604
Gore Vidal,1605
Al Gore,1606
Ruth Reichl,1607
Nikos Kazantzakis/Peter A. Bien,1608
Leslie Kelly,1609
Val McDermid,1610
Waris Dirie/Jeanne D'Haem,1611
Waris Dirie/Cathleen Miller,1612
Waris Dirie/Corinna Milborn/Sheelagh Alabaster,1613
Waris Dirie/Jeanne d' Haem,1614
Joanna Strange,1615
W.F. Deedes/Sue Ryan/Alex Garland/Tony Hawks/Andrew O'Hagan/Irvine Welsh/Giles Foden/Victoria Glendinning,1616
Nora Ephron,1617
Susan  Jeffers,1618
Jennifer Quasha/Deni Brown/Dawn Sirett,1619
Jamie Lee Curtis/Laura Cornell,1620
Anne Millard,1621
Nancy Cote/Cornelia Maude Spelman,1622
Julie Aigner-Clark/Nadeem Zaidi,1623
Corinne Hofmann/Peter Millar,1624
Luis Sepúlveda/Chris Sheban/Margaret Sayers Peden,1625
Dave Eggers/María Victoria Alonso Blanco,1626
Thornton W. Burgess/Louis Agassiz Fuertes,1627
Thornton W. Burgess/Thea Kliros/Harrison Cady,1628
Anthony Burgess,1629
Anthony Burgess/Blake Morrison,1630
Ben Elton,1631
Stacy Schiff/Antoine de Saint-Exupéry,1632
Antoine de Saint-Exupéry,1633
M.C. Beaton,1634
Alex Went,1635
James Shapiro,1636
Celeste Davidson Mannis/John   O'Brien,1637
Pierre Boulle/Xan Fielding,1638
William T. Quick,1639
Ian Edginton,1640
William Arrow,1641
David Gerrold/John William Corrington/Joyce Hooper Corrington,1642
Max Brooks,1643
H.G. Wells/Arthur C. Clarke,1644
Martin  Gilbert,1645
James L. Stokesbury,1646
H.G. Wells,1647
Arthur Conan Doyle/Anne Perry/Sidney Paget,1648
Arthur Conan Doyle/David Timson,1649
Arthur Conan Doyle/Pam Smy,1650
Malvina G. Vogel/Arthur Conan Doyle,1651
Jamie Oliver/David Loftus/Chris Terry,1652
Jamie Oliver/Marion Deuchars/David Loftus/Chris Terry,1653
Darren Shan,1654
Rodman Philbrick,1655
Stefan Fatsis,1656
D.C. Talk/The Voice of the Martyrs,1657
Rebecca St. James/Mary E. DeMuth/Tracey Lawrence/Elizabeth Jusino,1658
Randy Cerveny,1659
Robert Bogdan,1660
D.C. Talk,1661
Steve  Miller,1662
Andre Duza,1663
Sakurako Gokurakuin/Lindsey Johnston,1664
Kate Bornstein/Sara Quin,1665
David Rakoff,1666
Tucker Max,1667
David Sedaris,1668
Sławomir Rawicz,1669
Richard Bachman/Stephen King,1670
Nelson Mandela/Kofi Annan/Danny Glover,1671
Nancy M. Armstrong/Paulette Livers-Lambert,1672
Erik Larson,1673
Marc Bloch/Peter Putnam/Joseph Reese Strayer,1674
William Holdsworth,1675
Richard Hofstadter,1676
Edward Countryman,1677
Elizabeth Kostova/Paul Michael/Justine Eyre,1678
Robert B. Baer,1679
Peter Robinson,1680
East Bay M. U. D. Staff/Nora Harlow/Jill M. Singleton/Barrie D. Coate/Kristine Sandoe,1681
Leah Bendavid-Val/National Geographic Society,1682
Bill Hurter,1683
J.D. Robb,1684
Jeff   Smith,1685
Oscar Wilde/Michel Etienne/Daniel Mortier,1686
Oscar Wilde/Elizabeth  Gray,1687
Oscar Wilde/Donald L. Lawler,1688
Oscar Wilde/Michael Gillespie,1689
Oscar Wilde/Joseph Bristow,1690
Usamah ibn Munqidh/Philip Khuri Hitti/Richard W. Bulliet,1691
Gail Grant,1692
Eliza Gaynor Minden,1693
John         Green/Caroline Denzler,1694
Peter Martins/Paul Kolnik/Richard Corman/Howard  Kaplan,1695
Barbara  Newman/Gill Tomblin/Darcey Bussell,1696
Alexandra Moss/Veronica Bennett,1697
Alexandra Moss,1698
Jane Yolen,1699
George Balanchine/Francis Mason,1700
Scott Speck/Evelyn Cisneros,1701
Adèle Geras/Shelagh McNicholas/Adèle Geras,1702
Carol Lee,1703
Katharine Holabird/Helen Craig,1704
Janice Ross/Allan Ulrich/Brigitte Lefevre,1705
Susan Au,1706
John               White,1707
Jahnna N. Malcolm,1708
Nicholas Evans,1709
Marian Keyes,1710
Isabel Allende/Magda Botin,1711
Isabel Allende/Madga Bogin/Christopher Hitchens,1712
Frederick P. Lenz,1713
Jimmy Carter,1714
Steven F. Hayward,1715
Fannie Flagg,1716
Stephen Nachmanovitch,1717
Rupa Bajwa,1718
Sophie Kinsella,1719
Nuala O'Faolain,1720
James T. Farrell/Charles Fanning,1721
John  Miller/Stuart Dybek,1722
Aristotle/Richard Peter McKeon/C.D.C. Reeve,1723
Søren Kierkegaard/Walter Lowrie,1724
Miguel de Cervantes Saavedra/Stanley Appelbaum,1725
Georg Wilhelm Friedrich Hegel/A.V. Miller/John Niemeyer Findlay,1726
Georg Wilhelm Friedrich Hegel/Yirmiyahu Yovel,1727
Martin Heidegger/Kenneth Maly/Parvis Emad,1728
Plato/John M. Cooper/Benjamin Jowett/Dorothea Frede/Alexander Nehamas/Paul Woodruff/Anthony Kenny/Rosamond Kent Sprague/Nicholas D. Smith/Karen Bell/D.S. Hutchinson/Donald J. Zeyl/Francisco J. González/Diskin Clay/Malcolm Schofield/Glenn R. Morrow/Jonathan Barnes/G.M.A. Grube/Brad Inwood/Mark Joyal/Jackson P. Hershbell/J.M. Edmonds/C.D.C. Reeve/Myles Burnyeat/Nicholas P. White/Mary Louise Gill/C.J. Rowe/Stanley Lombardo/David Gallop/Jeffrey Mitscherling/Richard D. McKiharan Jr./Andrew S. Becker/Mark Reuter/M.J. Levett/Paul        Ryan,1729
Christopher Biffle/Plato,1730
Jenny Nimmo,1731
Gertrude Chandler Warner,1732
Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,1733
Miroslav Volf,1734
Eduardo Galeano/Cedric Belfrage/Mark Schafer,1735
Jack Frost,1736
William Stacy Johnson,1737
Linda Lael Miller,1738
John O'Donohue,1739
Mark Behr,1740
Amy Tan/Claudia Conde,1741
Julia Briggs,1742
Marjane Satrapi/Mattias Ripa,1743
Marjane Satrapi/Anjali Singh,1744
Marjane Satrapi,1745
Dave Barry/Ridley Pearson/Greg Call,1746
Julie Garwood,1747
Robert Jordan,1748
David Horowitz/Richard Poe,1749
Michelle Sagara/Michelle Sagara West,1750
Robert A. Johnson,1751
Jun'ichirō Tanizaki/Thomas J. Harper/Edward G. Seidensticker,1752
Elisabeth Elliot,1753
Christine Feehan,1754
Haruki Murakami/Alfred Birnbaum/Jay Rubin,1755
David     Payne,1756
Tom Robbins/Nikolaus Hansen,1757
Tom Robbins/Pociao/Roberto de Hollanda,1758
Tom Robbins/Pociao/Walter Hartmann,1759
Kurt Vonnegut Jr./Lee Stringer,1760
Kurt Vonnegut Jr./Ivan Chermayeff,1761
Ray Bradbury/Dave McKean,1762
Ray Bradbury/Leo Dillon/Diane Dillon,1763
Ray Bradbury/Dave Gibbons/Richard Corben/Mike Mignola,1764
Sam Weller,1765
George Orwell/John Carey,1766
George Orwell/Lionel Trilling,1767
George Orwell/Richard H. Rovere,1768
Italo Calvino/William Weaver/Peter Washington,1769
Erica Jong,1770
Erica Jong/Anthony Burgess,1771
Jessica Hagedorn,1772
Stephen Kinzer,1773
Thomas Fahy,1774
Milan Kundera/Michael Henry Heim,1775
Joy Kogawa,1776
Barack Obama,1777
Jung Chang/Jon Halliday,1778
Mao Zedong,1779
Peter Hessler,1780
Peg Kerr,1781
D.H. Lawrence,1782
Robin Norwood,1783
Susan Forward/Joan Torres,1784
Walt Disney Company,1785
Jonathan Lethem,1786
Kenneth Robeson/Lester Dent,1787
Italo Calvino,1788
Alice Munro,1789
Wallace Stegner/Terry Tempest Williams/T.H. Watkins,1790
Albert Marrin/C.B. Mordan,1791
James Clavell,1792
"John ""Red"" Shea/Mark Wahlberg",1793
Ben Katchor,1794
Haruki Murakami/Ellen Archer/Patrick Lawlor,1795
Haruki Murakami/Philip Gabriel/Jay Rubin,1796
Åsne Seierstad/Ingrid Christopherson,1797
Fatemeh Keshavarz,1798
Joseph E. Stiglitz,1799
Curtis Sittenfeld,1800
Salman Rushdie/Richard Maltby/Melvyn Bragg,1801
Saul Bellow/Salman Rushdie,1802
Denis Johnson,1803
Truman Capote/Bob Colacello,1804
James C.    Simmons/Marie Rudisill,1805
Rudolph R. Windsor/El Hagahn,1806
Kira Salak,1807
Ian Buruma,1808
Gertrude the Great/Gertrud Jaron Lewis,1809
Franz Kafka,1810
Haruki Murakami/Ursula Gräfe,1811
Kōbō Abe/E. Dale Saunders,1812
Kōbō Abe/Donald Keene,1813
Kōbō Abe/Juliet Winters Carpenter,1814
Max Frisch,1815
Bernd Matzkowski,1816
Jean-Paul Sartre,1817
Jean-Paul Sartre/Hazel E. Barnes/Mary Warnock/Richard Eyre,1818
Sten Nadolny,1819
C.D. Payne,1820
Deborah Spungen,1821
Alex Cox/Abbe Wool,1822
James D. Bradley/Ron Powers,1823
Michael R. French/Ron Powers/James D. Bradley,1824
Philip Pullman,1825
Antonia Fraser,1826
Alison Weir,1827
J. Keith Cheetham,1828
Tad Williams,1829
Jenny Wormald,1830
John Guy,1831
Carolly Erickson,1832
Robert Hutchinson,1833
Margaret George,1834
William Shakespeare/Stephen Orgel,1835
Margaret Hodges/Trina Schart Hyman,1836
Gene Wilder,1837
Haruki Murakami/Nora Bierich,1838
Arthur Conan Doyle/Kyle Freeman,1839
Sigrid Nunez,1840
Helen Fisher,1841
Mary Jane Maffini,1842
Amy Sedaris/Stephen Colbert/Paul Dinello,1843
David Sedaris/Joe Mantello,1844
Jincy Willett/David Sedaris,1845
Dobrica Erić,1846
Wisława Szymborska/Stanisław Barańczak/Clare Cavanagh,1847
Wisława Szymborska,1848
Wisława Szymborska/Clare Cavanagh,1849
Wisława Szymborska/Magnus J. Kruyski,1850
Wisława Szymborska/Joanna Trzeciak/Czesław Miłosz,1851
Charlotte Brontë/Michael Mason,1852
M.M. Kaye,1853
Paul Farmer/Amartya Sen,1854
Paul Farmer,1855
Fritjof Capra,1856
Edward T. Haslam/Jim Marrs,1857
Michelle Feynman,1858
Mark S. Smith/Patrick D. Miller,1859
Joan Dayan/Colin Dayan,1860
Ted Steinberg,1861
Huston Smith,1862
Christopher Partridge,1863
Jim  Powell,1864
Larry McMurtry,1865
Amartya Sen,1866
Karen Rizzo,1867
Julie Andrews Edwards/Emma Walton Hamilton/Tony Walton/Ruby Randig,1868
Julie Andrews Edwards/Johanna Westerman,1869
Giles Andreae/Guy Parker-Rees/Hugh Laurie,1870
Marina Belozerskaya,1871
David A. Ufer/Kirsten Carlson,1872
Wilson Rawls/Rafe Martin/Borden Deal/Kemp P. Battle/Robert Bethke/Harold Courlander/Maya Angelou/Nicholasa Mohr/Dick Perry/John R. Erickson,1873
Wilson Rawls,1874
Marc Platt,1875
Andrew    Hunt,1876
Andrew Cartmel,1877
Greg Behrendt/Liz Tuccillo,1878
Michaela Muntean/Pascal Lemaître,1879
Beth Hensperger/Julie Kaufmann,1880
Martine Agassi/Marieka Heinlen,1881
Sarah Susanka/Kira Obolensky,1882
Rachel Lichtenstein/Iain Sinclair,1883
Fiona McAuslan/Matthew  Norman,1884
Richard Gott,1885
Nancy Osa,1886
Stephen Coonts,1887
Kim Edwards,1888
John Updike,1889
Jack Kerouac/Joyce Johnson,1890
Paul Pitchford,1891
Rebecca  Wood/Paul Pitchford,1892
Eugene Linden,1893
Margaret  Rose/Heather Rose Jones,1894
Umberto Eco/Geoffrey Brock,1895
Umberto Eco/Girolamo De Michele/Alastair McEwen/Agnolo di Cosimo Bronzino,1896
Umberto Eco/William Weaver/R.C.S. Libri,1897
Umberto Eco/John Radziewicz/William Weaver,1898
Umberto Eco/William Weaver,1899
Umberto Eco/Hugh Bredin,1900
Candida Höfer/Umberto Eco,1901
Sun Tzu/Thomas Cleary/Pulat Otkan/Giray Fidan,1902
Sun Tzu/Gerald A. Michaelson,1903
Sun Tzu/Ralph D. Sawyer,1904
James Joyce/Declan Kiberd,1905
Pierdomenico Baccalario/Iacopo Bruno/Leah D. Janeczko,1906
Shelley Klein/Charles Dickens,1907
Alexandre Dumas/Barbara T. Cooper,1908
Alexandre Dumas/Michael Page,1909
Malvina G. Vogel/Alexandre Dumas,1910
Alexandre Dumas/Keith Wren,1911
King Arthur Flour,1912
Frank Portman,1913
George R.R. Martin,1914
Stephen King/ZBS Foundation,1915
Stephen King/Bettina Blanch Tyroller,1916
Stephen King/John  Glover,1917
Stephen King/Ana Juan/John Cullum/Becky Ann Baker/Íñigo Jáuregui/Peter Gerety/Arliss Howard,1918
Stephen King/Campbell Scott,1919
George Beahm,1920
Brian James Freeman/Bev Vincent/Glenn Chadbourne,1921
Stephen King/Peter Straub,1922
Stanley Wiater/Christopher Golden/Hank Wagner,1923
Stephen King/María Mir,1924
Stephen King/Marie Milpois,1925
Sam Walton/John Huey,1926
Roger Penrose,1927
Barry Schwartz,1928
Robert D. Kaplan,1929
Andreas J. Köstenberger/Peter T. O'Brien,1930
Roger Lowenstein,1931
Francine Pascal/Molly Mia Stewart/Ying-Hwa Hu,1932
Kate McMullan/Janet Allison Brown/R.W. Alley,1933
Simon Schama,1934
Elizabeth Kostova,1935
Rudyard Kipling/Jeffrey Meyers,1936
George Gladir/John L. Goldwater/Steve Geppi/Michael I. Silberkleit,1937
Walker Percy,1938
Gregory Maguire/Douglas Smith,1939
Gregory Maguire/Claudia Conde,1940
Christopher M. Andrew/Vasili Mitrokhin,1941
James Lee Burke,1942
John Terra,1943
Stephen Clarke,1944
Geneviève/Michael    Heath,1945
Fannie Flagg/Cassandra Campbell,1946
Ernest Hemingway/Edward Shenton,1947
Michael S. Reynolds,1948
Leonardo Padura/John King,1949
Ernest Hemingway/William M. White,1950
Bernice Kert,1951
Jeffrey Meyers,1952
Amanda Hemingway,1953
Ernest Hemingway/John Slattery,1954
Wallace Stegner,1955
Wallace Stegner/Bernard DeVoto,1956
Wallace Stegner/Lynn Stegner,1957
Wallace Stegner/T.H. Watkins,1958
Jackson J. Benson,1959
E.B. White/Dorothy Lobrano Guth/Martha White/John Updike,1960
E.B. White/Roger Angell/Barbara Cohen/Judith Stonehill,1961
E.B. White/Garth Williams,1962
Jon Lee Anderson/José Hernández/Leena Nivala,1963
Caroline Preston,1964
Allan C. Weisbecker,1965
Solomon Jones,1966
Steve Martin,1967
Anita Thompson,1968
Hunter S. Thompson/Douglas Brinkley,1969
Walter Isaacson,1970
Walter Isaacson/Evan Thomas,1971
Anne Lamott,1972
Cecelia Ahern,1973
Cecelia Ahern/Patricia Scanlan/Gemma O'Connor/Sarah Webb/Maeve Binchy/Marian Keyes/Morag Prunty/Cathy Kelly/Colette Caddle/Marita Conlon-McKenna/Martina Devlin/Clare Dowling/Catherine Foley/Aine Greaney/Suzanne Higgins/Rosaleen Linehan/Joan O'Neill/Julie Parsons/Deirdre Purcell/Martina Reilly/Mary Ryan/Annie Sparrow/Una Brankin,1974
Jerry Ahern,1975
Chris Gardner,1976
Jodi Picoult,1977
Charles Frazier,1978
Hanshan/Red Pine/John Blofeld,1979
Susan    Lewis,1980
Billy Crystal/Elizabeth Sayles,1981
Billy Crystal/Dick Schaap,1982
Phillip Margolin,1983
Timothy Truman/Rick Leonardi/Tom Raney/Al Rio,1984
Diana Gabaldon/Janos Farkas,1985
James Axler,1986
Matt Keefe,1987
William Faulkner/E.L. Doctorow,1988
William Faulkner/Noel Polk/Joseph Blotner,1989
William Faulkner,1990
Katherine Neville,1991
Louise Bates Ames/Frances L. Ilg/Carol C. Haber/Betty David,1992
Henepola Gunaratana,1993
Eliot Asinof/Stephen Jay Gould,1994
Jean M. Auel/Leonor Tejada Conde-Pelayo,1995
James Joyce/Harry Levin,1996
James Joyce/Jeri Johnson/Thiên Lương,1997
James Joyce,1998
Charlotte Brontë/Stevie Davies,1999
Charlotte Brontë/Richard J. Dunn,2000
Jane E. Gerver/Bill Dodge/Charlotte Brontë,2001
Arturo Pérez-Reverte/Margaret Sayers Peden,2002
Charles Dickens/John Bowen/Hablot Knight Browne,2003
Arturo Pérez-Reverte,2004
Arturo Pérez-Reverte/Margaret Jull Costa,2005
Arturo Pérez-Reverte/Sonia Soto,2006
Anaïs Nin,2007
Anaïs Nin/Gunther Stuhlmann,2008
Anaïs Nin/Val Telberg,2009
Bart King/Chris Sabatino,2010
Clint Willis,2011
Jason Hook,2012
Roald Dahl/Carmelina Payá/Antonio Samons,2013
J. Maarten Troost,2014
Jim Trelease,2015
David K. Shipler,2016
Christie Ridgway,2017
Peter J. D'Adamo/Catherine Whitney,2018
Jonathan Swift/Isaac Asimov,2019
Jonathan Swift/Robert A. Greenberg,2020
C.S. Lewis/Kenneth Branagh,2021
C.S. Lewis/Pauline Baynes,2022
C.S. Lewis/Kathleen Norris,2023
C.S. Lewis,2024
Shifra Horn/Dalya Bilu,2025
Pansy/Isabella MacDonald Alden,2026
Elie Wiesel/Robert McAfee Brown/Matthew Fox,2027
Edward J. Larson/Brian Troxell,2028
Elie Wiesel/Frances Frenaye,2029
Elie Wiesel/Stephen Becker,2030
Elie Wiesel/Anne Borchardt,2031
Elie Wiesel,2032
Margo Maine/Craig  Johnson,2033
Margo Maine/Craig L. Johnson,2034
Connie Mason,2035
Dan B. Allender,2036
Julia Alvarez,2037
Bruce Edward Walker/Ken Kesey/CliffsNotes,2038
Ken Kesey,2039
Iris Murdoch/Mary Kinzie,2040
Iris Murdoch/George Steiner/Peter J. Conradi,2041
Iris Murdoch/Peter Reed,2042
Iris Murdoch,2043
Susan Howatch,2044
Mary McCarthy,2045
Jay Rubin,2046
Haruki Murakami/Jay Rubin,2047
Haruki Murakami/Alfred Birnbaum,2048
Susan Cooper,2049
Susan Cooper/Omar Rayyan,2050
Pablo Neruda/Donald Devenish Walsh,2051
Mercer Mayer,2052
Toni Morrison/A.S. Byatt,2053
Pablo Neruda/Stephen Tapscott,2054
Scott Leonard/Megan McMorris,2055
Barbara W. Tuchman/Robert K. Massie,2056
Sinclair Lewis/Michael R.  Meyer,2057
Sinclair Lewis,2058
Sinclair Lewis/Brooke Allen,2059
Sinclair Lewis/Richard R. Lingeman,2060
Arthur Edward Waite,2061
Sinclair Lewis/E.L. Doctorow,2062
Jan Frank,2063
John Eldredge/Stasi Eldredge,2064
Karen Kingsbury/Gary Smalley,2065
Raymond Carver,2066
Raymond Carver/Robert Altman,2067
Tobias Wolff/Luann Walther,2068
Tobias Wolff,2069
Philip Gourevitch,2070
The Paris Review/Philip Gourevitch/Rebecca West/Elizabeth Bishop/Robert  Stone/Robert Gottlieb/Richard Price/Billy Wilder/Jack Gilbert/Joan Didion/Dorothy Parker/Truman Capote/Ernest Hemingway/T.S. Eliot/Saul Bellow/Jorge Luis Borges/Kurt Vonnegut Jr./James M. Cain,2071
Paul Hendrickson,2072
Paul Hendrickson/Marion Post Wolcott,2073
Alice Walker,2074
Melody Carlson,2075
Saul Bellow,2076
Chaim Potok,2077
Dan Simmons/Jean-Daniel Brèque,2078
Patricia Schultz,2079
Robert R. McCammon,2080
Stephen King/Glenn Chadbourne,2081
Stephen King/William Olivier Desmond/Maria Teresa Marenco,2082
Stephen King/Robin Waterfield,2083
Stephen King/Bernie Wrightson/Michele Wrightson,2084
Stephen King/Verónica Canales,2085
Lois H. Gresh/Robert E. Weinberg,2086
Stephen King/Josh Hamilton,2087
Stephen King/Richard Bachman,2088
Stephen King/Gregorio Vlastelica/Eduardo Goligorsky,2089
Raynold Gideon,2090
Stephen King/Eduardo Goligorsky,2091
Judith Farr/Louise Carter,2092
Richard B. Sewall,2093
Emily Dickinson/R.W. Franklin,2094
Emily Dickinson,2095
Sylvia Plath/Karen V. Kukil,2096
Sylvia Plath/Frieda Hughes,2097
Sylvia Plath,2098
Paul Alexander,2099
Sylvia Plath/Ted Hughes/Frances McCullough,2100
Ronald Hayman,2101
Keri Hulme,2102
James Plath,2103
Jacquelyn Reinach/Richard Hefter,2104
Oscar Hijuelos,2105
John Cheever/Pelle Fritz-Crone,2106
Orhan Pamuk,2107
Orhan Pamuk/Maureen Freely/عین له غریب,2108
Orhan Pamuk/Victoria Rowe Holbrook,2109
Orhan Pamuk/Rafael Carpintero,2110
Ian Jack,2111
Octavio Paz/Eliot Weinberger/Elizabeth Bishop,2112
Octavio Paz/Lysander Kemp/Yara Milos,2113
Octavio Paz/Margaret Sayers Peden,2114
Octavio Paz/Eliot Weinberger/Charles Tomlinson/William Carlos Williams/Monique Fong Wust/G. Aroul/Elizabeth Bishop/Paul Blackburn/Lysander Kemp/Denise Levertov/Muriel Rukeyser/Mark Strand,2115
Octavio Paz/Helen Lane,2116
Anthony Minghella/Michael Ondaatje,2117
A.S. Byatt,2118
Penelope Fitzgerald,2119
Penelope Fitzgerald/Frank Kermode,2120
Marilynne Robinson,2121
John Irving/Hans Hermann,2122
John Irving/Iris Menéndez,2123
Joyce Carol Oates/Elaine Showalter,2124
Carol Shields,2125
Elisabeth Jean Wood,2126
Sid Fleischman/Peter Sís,2127
Cynthia Voigt,2128
Mary B. Collins,2129
Andrew P. Trout,2130
Lou Priolo,2131
William Styron,2132
Robert L. Geneve,2133
John Cheever,2134
John Cheever/Rick Moody,2135
Bebe Moore Campbell,2136
Anne Rice,2137
Saul Bellow/Christopher Hitchens,2138
Saul Bellow/Stanley Crouch,2139
Saul Bellow/James  Wood,2140
Kelley Armstrong,2141
Peter S. Beagle,2142
Don Webb,2143
Jack Williamson,2144
Albert Camus/Stuart Gilbert/Justin O'Brien/David Bellos,2145
Albert Camus/Anthony Bower/Herbert Read,2146
Albert Camus/Justin O'Brien,2147
Albert Camus/Jacqueline Levi-Valensi/Arthur Goldhammer/David Carroll,2148
Jacqueline Harpman/Ros Schwartz,2149
Robert Polito/Jim Thompson/Patricia Highsmith/Charles Willeford/David Goodis/Chester Himes,2150
Iain M. Banks,2151
Iain M. Banks/Irene Bonhorst,2152
Alan MacGillivray,2153
Iain Banks,2154
Herman Melville/Robert Faggen,2155
Hershel Parker,2156
Herman Melville/Tony Tanner/John Dugdale,2157
Patricia Hall,2158
Paul Bowles,2159
Paul Bowles/Daniel Halpern,2160
Paul Bowles/Francine Prose,2161
Ann Major,2162
Paul Coughlin/Laura Schlessinger,2163
Terry Pratchett/Neil Gaiman,2164
Ludwig Wittgenstein/G.E.M. Anscombe,2165
David Edmonds/John Eidinow,2166
Ludwig Wittgenstein/David Pears/Brian McGuinness/Bertrand Russell,2167
Ludwig Wittgenstein/G.E.M. Anscombe/George Henrik von Wright,2168
Saul A. Kripke,2169
Ray Monk,2170
Allan Janik/Stephen Toulmin,2171
Ludwig Wittgenstein/Rush Rhees,2172
Eugene O'Neill/Harold Bloom,2173
Carlos A. Schwantes,2174
Samuel Beckett,2175
Jonathan Croall/Peter Hall,2176
Eugène Ionesco/Donald M. Allen,2177
Eugène Ionesco/Charles Marowitz/Donald   Watson,2178
Margaret Bertha Synge,2179
Luigi Pirandello/Mark Musa,2180
Luigi Pirandello/Stanley Appelbaum,2181
Luigi Pirandello/William Weaver/Charles Simic,2182
Luigi Pirandello/William Weaver/Samuel Putnam,2183
Luigi Pirandello/Tom Stoppard,2184
Luigi Pirandello/Robert Rietty/Julian Mitchell/John Linstrum,2185
Sam Shepard,2186
Sam Shepard/Richard Gilman,2187
Robert Frost/Noel Perrin,2188
Richard  Adams,2189
Jacqueline K. Ogburn/Marjorie A. Priceman,2190
Louise Borden/Allan Drummond,2191
Marguerite Yourcenar/Grace Frick,2192
Nicholas A. Basbanes,2193
Vladimir Nabokov/Fatih Özgüven,2194
Joseph Conrad/Morton Dauwen Zabel/Frederick R. Karl,2195
Robert Frost/Susan Jeffers,2196
Robert Frost/Edward Connery Lathem,2197
Thomas Bernhard/Michael Hofmann,2198
Robert Frost,2199
Robert Frost/Richard Poirier/Mark   Richardson,2200
Jay Parini,2201
Eugene O'Neill/Luann Walther,2202
Tennessee Williams,2203
Tennessee Williams/Arthur  Miller,2204
"Sam Bass Warner, Jr./Sam B. Warner",2205
James Lamar Roberts/Tennessee Williams/CliffsNotes,2206
George Bernard Shaw/Dan H. Laurence/Nicholas Grene,2207
Chet Green,2208
Mary Pope Osborne/Troy Howell,2209
Richmond Lattimore,2210
Homer/Robert Fagles/Derek Jacobi,2211
Homer/Charles H. Wilson,2212
Mary Pope Osborne/Troy Howell/Homer,2213
Tennessee Williams/Gore Vidal,2214
George Bernard Shaw/Dan H. Laurence/Imogen Stubbs,2215
George Bernard Shaw/Susan Moller Okin,2216
Carroll John Daly,2217
Carroll John Daly/Drew Bishop,2218
Jo Ann Ooiman Robinson,2219
Nathaniel Hawthorne/Thomas E. Connolly/Nina Baym,2220
Nathaniel Hawthorne/Kathryn Harrison,2221
Nathaniel Hawthorne,2222
Nathaniel Hawthorne/Karin Jacobson,2223
Friedrich Nietzsche/Clifton Fadiman,2224
Friedrich Nietzsche/Gary Handwerk,2225
Friedrich Nietzsche/Walter Kaufmann/Peter Gay,2226
Friedrich Nietzsche/R.J. Hollingdale/Michael Tanner,2227
Friedrich Nietzsche/R.J. Hollingdale,2228
Michael Teitelbaum/Ron Zalme,2229
Nancy Milford,2230
João Guimarães Rosa,2231
Ruth Ozeki,2232
Ruth Ozeki/Florence Mortimer,2233
Sarah Vowell/Katherine Streeter,2234
Richard Russo,2235
Gus Russo,2236
Richard Ford,2237
Graydon Carter/Tom Ford/Anna Wintour/Bridget Foley,2238
Steven Watts,2239
Jim Morrison,2240
Mary B. Morrison,2241
Louis-Ferdinand Céline/Ralph Manheim/William T. Vollmann,2242
