Author,author_id
Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,172
Gabriel García Márquez/Edith Grossman,173
Brian Greene,174
Upasika Kee Nanayon/Thanissaro Bhikkhu,175
Rob Humphreys/Beth Chaplin/Rebecca Morrill,176
Lonely Planet/Sarah Johnstone/Steve Fallon,177
Lonely Planet/Sarah Johnstone/Tom Masters,178
Lonely Planet/Mark Honan,179
H.G. Bissinger,180
Neal Stephenson,181
Neal Stephenson/J. Frederick George,182
Neal Stephenson/Pedro Jorge Romero,183
Neal Stephenson/George F. Jewsbury/Stephen  Bury,184
Neal Stephenson/Guy Abadia,185
Dan Harrington/Bill Robertie,186
Donald A. Norman,187
Alex C. Jones/Diane M. Hanson/Stephen K. Ray,188
Paulo Coelho/Alan R. Clarke/James Noel Smith,189
Paulo Coelho/Alan R. Clarke/Özdemir İnce,190
Hiromu Arakawa/Akira Watanabe,191
Paulo Coelho/Alan R. Clarke/Mœbius,192
Robert   Harris,193
Edward Bulwer-Lytton/John Gregory Betancourt,194
John Steinbeck,195
Neil Strauss,196
Ellen Raskin,197
Arthur Golden,198
David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,199
Mineko Iwasaki/Rande Brown,200
J. Torres/Eric  Kim,201
Margaret Johnson/Philip Prowse,202
Gary Chapman,203
Dan Brown,204
Dan Brown/Raúl Amundaray,205
Dan Brown/Daniel Roche,206
P.J. Parrish,207
Thomas J. Stanley/William D. Danko,208
Napoleon Hill,209
Mike   Mason,210
Riki Anne Wilchins,211
Donald J. Trump/Tony Schwartz,212
George S. Clason,213
Trevanian/Gisela Stege,214
David McCullough,215
Peter  Stone/Sherman Edwards,216
Robert J. Allison,217
Pearl S. Buck,218
Rick Warren,219
Eric Schlosser,220
Lisa See,221
John Grisham,222
Robert A. Caro,223
Stephen W. Frey,224
Bill Phillips/Michael D'Orso,225
Pamela Peeke/Cindy Crawford,226
Bill Phillips,227
Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,228
Robert P. Miles/Tom Osborne,229
Marvin N. Olasky/John R. Perry,230
Barbara Park/Denise Brunkus,231
Sarah Mlynowski,232
Michael   Lewis,233
Frank McConnell,234
Ursula Ferrigno/Jason Lowe/Maxine  Clark,235
Giada De Laurentiis/Victoria Pearson,236
Giada De Laurentiis,237
Tyler Florence/Petrina Tinslay,238
Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,239
Steven D. Levitt/Stephen J. Dubner,240
Barry Eisler,241
Yann Martel,242
Yann Martel/Nicole Martel/Emile Martel,243
Robert Templer,244
James Frey,245
Python Bonkers,246
James Pinocchio/Pablo Fenjves,247
James M. Kouzes/Barry Z. Posner,248
Donald T. Phillips,249
Gary Yukl,250
Rudolph W. Giuliani,251
John Gray,252
Ron  Louis/David Copeland,253
Jean M. Auel,254
Doug Walsh,255
Robert Greene/Joost Elffers,256
Steven Pressfield,257
Margaret Weis/Tracy Hickman,258
Thomas Harlan,259
Steven Pressfield/Robert McKee,260
Stephen J. Rosen/Steven Pressfield,261
David J. Danelo/Steven Pressfield,262
Plato/Walter Hamilton,263
Plato/Robin Waterfield,264
Plato/C.J. Rowe,265
Plato/Benjamin Jowett,266
Josef Pieper/Richard Winston/Clara Winston,267
Plato/C.D.C. Reeve,268
Plato/James H. Nichols Jr.,269
Plato/Walter Hamilton/Chris Emlyn-Jones,270
Herodotus/Aubrey de Sélincourt/John M. Marincola,271
Herodotus/Henry Francis Cary,272
Herodotus/Carolyn Dewald/Robin Waterfield,273
Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,274
Herodotus/Jennifer Tolbert Roberts/Walter Blanco,275
Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,276
Herodotus/Peter Grene,277
Homer/Robert Fagles/Bernard Knox,278
Homer/Stanley Lombardo/Sheila Murnaghan,279
Homer/Robert Fitzgerald/Andrew Ford,280
Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,281
Homer/W.H.D. Rouse,282
Homer/Sheila Murnaghan/Stanley Lombardo,283
Homer/Robert Fitzgerald/D.S. Carne-Ross,284
Homer/Richmond Lattimore,285
Virgil/Barbara Weiden Boyd,286
Virgil/Henry Rushton Fairclough/G.P. Goold,287
Ed Roberson,288
Virgil/Cecil Day-Lewis,289
Paul  Kirk,290
William Shakespeare/Stephen Orgel/A.R. Braunmuller,291
William Shakespeare,292
William Shakespeare/Harold Bloom/Rex Gibson,293
Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,294
Paulo Coelho/Alan R. Clarke,295
Paulo Coelho,296
Paulo Coelho/Margaret Jull Costa,297
Paulo Coelho/Clifford E. Landers,298
Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,299
Carla Lynn Stockton,300
William Shakespeare/Terri Mategrano,301
Giorgio De Santillana/Hertha Von Dechend,302
Thucydides/C.F. Smith,303
Thucydides/Paul Woodruff,304
Thucydides/Steven Lattimore,305
Thucydides/Jennifer Tolbert Roberts/Walter Blanco,306
Cynthia W. Shelmerdine,307
Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,308
Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,309
Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,310
Anne Carson/Euripides,311
Euripides/Moses Hadas/John Maclean,312
Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,313
Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,314
Euripides/John Davie/Richard Rutherford,315
Euripides/David Kovacs,316
Euripides/Donald J. Mastronarde,317
Euripides/Reginald Gibbons/Peter H. Burian,318
Euripides/David Thompson/J. Michael Walton,319
Euripides,320
Wole Soyinka,321
Euripides/James Morwood/Robin Waterfield,322
Euripides/William Arrowsmith,323
Euripides/Georgia Ann Machemer/Michael   Collier,324
William Allan,325
Robert J. Milch,326
Euripides/Pantelis Michelakis,327
Euripides/David Grene/Richmond Lattimore,328
Aeschylus/David Grene/Richmond Lattimore,329
Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,330
Aeschylus/Alan Shapiro/Peter H. Burian,331
Aeschylus/Robert Fagles/William Bedell Stanford,332
Aeschylus/Peter Meineck/Helene P. Foley,333
Aeschylus/Philip Vellacott,334
Aeschylus/Ted Hughes,335
Aeschylus/David R. Slavitt/Smith Palmer Bovie,336
Aeschylus/Richmond Lattimore/David Grene,337
Simon Goldhill,338
Aeschylus/George Thomson/Richard Seaford,339
Aeschylus/E.D.A. Morshead,340
Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson,341
Sophocles/Paul Roche,342
Sophocles/Robert Fitzgerald/Dudley Fitts,343
Sophocles/Robert Fagles/Bernard Knox,344
Sophocles/Peter Meineck/Paul Woodruff,345
Sophocles/David Grene/Charles Segal,346
Sophocles/E.F. Watling,347
Sophocles/Edith Hall/H.D.F. Kitto,348
Sophocles/J.E. Thomas,349
Sophocles/Roger D. Dawe,350
Sophocles/Bernard Knox/Cynthia Brantley Johnson,351
Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker,352
Aristophanes/Jeffrey Henderson,353
Aristophanes/Moses Hadas,354
Aristophanes/David R. Slavitt,355
Aristophanes/Peter Meineck,356
Aristophanes/Alan H. Sommerstein,357
Aristophanes/Kenneth James Dover,358
Aristophanes/David B. Barrett,359
Aristophanes/Dudley Fitts,360
W. John Campbell,361
Douglas M. MacDowell,362
Aristophanes/Douglass Parker,363
Aristophanes/S. Douglas Olson,364
Aristophanes/Sarah Ruden,365
Aristophanes/Alan H. Sommerstein/David B. Barrett/David Brett,366
Andrea Wilson Nightingale,367
Mark Haddon,368
George Pelecanos,369
Annie Proulx,370
David    Allen,371
Geoffrey M. Bellman,372
Ricardo Piglia,373
Ricardo Piglia/Amanda Hopkinson,374
Karen  O'Connor/Larry J. Sabato,375
Ernesto Sabato,376
Augustine of Hippo/John E. Rotelle/Maria Boulding,377
Augustine of Hippo/Thomas Merton/Marcus Dods,378
Augustine of Hippo/Bruce Harbert/John E. Rotelle,379
Peter R.L. Brown,380
Augustine of Hippo/D.W. Robertson Jr.,381
Augustine of Hippo/Peter R.L. Brown/Frank Sheed,382
Henry Chadwick,383
Augustine of Hippo/Boniface Ramsey/Edmund Hill,384
Anthony Bourdain,385
Ovid/Allen Mandelbaum,386
Ovid/David Raeburn/Denis Feeney,387
Ovid/Bernard Knox/Charles    Martin,388
Ovid/William Scovil Anderson,389
Norma Goldman/Jacob E. Nyenhuis,390
Ovid/J.H. Mozley/G.P. Goold,391
Ovid/Peter Green,392
Ovid/Frank Justus Miller,393
Norma Goldman/Michael  Rossi,394
Michael C.J. Putnam,395
Charles Segal,396
Sophocles/Reginald Gibbons/Charles Segal,397
Richard Johnsonbaugh/Martin Kalin,398
Homer/Robert Fitzgerald,399
Daniel Pinchbeck,400
Daniel Pinchbeck/Lee Fukui,401
Jon Ronson,402
Daniel Duane,403
Jon Krakauer,404
John Eldredge,405
Jung Chang,406
Nelson DeMille,407
Catherine Coulter,408
Jack London/Avi,409
Judy Sierra/Marc Brown,410
Charles P. Rubenstein,411
Barbara Ehrenreich,412
Michel Foucault/Robert Hurley,413
Sue Birtwistle/Sue Conklin/Susie Conklin,414
Jane Austen,415
Jane Austen/Vivien Jones,416
Jane Austen/George Saintsbury/Hugh  Thomson,417
Jane Austen/Carol Howard,418
David  Roberts/Jon Krakauer,419
Valerian Albanov/Jon Krakauer/David  Roberts/Alison Anderson/Валериан Альбанов,420
Thomas L. Friedman,421
David McClung/Peter Schaerer,422
Arthur J. Roth,423
Louisa May Alcott,424
Louisa May Alcott/Scott McKowen,425
Louisa May Alcott/Paula Danziger,426
Louisa May Alcott/Jessie Willcox Smith/Frank T. Merrill,427
Louisa May Alcott/Elaine Showalter,428
Charles Dickens/Keith Cox/Cynthia Brantley Johnson,429
Charles Dickens/Gillen D'Arcy Wood,430
SparkNotes,431
Charles Dickens/Simon Schama,432
James B. Stewart,433
Julia Golding,434
Charles Dickens,435
Charles Dickens/Mary Gaitskill/Hablot Knight Browne,436
Charles Dickens/Gish Jen,437
Daniel Pool,438
Jane Smiley,439
Charles Dickens/Patricia Ingham/Hablot Knight Browne,440
Colleen Sexton,441
Philip Nel,442
Sean O'Brien,443
Aristophanes/B.B. Rogers,444
Radcliffe G. Edmonds III,445
Aristophanes/Robert Mayhew,446
Aristophanes/F.W. Hall/W.M. Geldart,447
Paul Anthony Cartledge,448
Raymond Chandler/Frank MacShane,449
Raymond Chandler/Tom Hiney,450
Raymond Chandler,451
Paul Murray,452
Patti   Davis,453
Masaki Yamada/Yuji Oniki/Carl Gustav Horn,454
Daniel C. Dennett,455
Nicholas Humphrey/Daniel C. Dennett,456
Douglas R. Hofstadter/Daniel C. Dennett,457
Stephen Hawking,458
Stephen Hawking/Leonard Mlodinow,459
David Filkin/Stephen Hawking,460
Stephen Hawking/Kip S. Thorne/Igor Novikov/Timothy Ferris/Alan Lightman/Richard     Price,461
John Boslough,462
Stephen Hawking/Roger Penrose,463
Lawrence M. Krauss/Stephen Hawking,464
Phillip Glasier,465
Timothy Ferris,466
Ayn Rand/Robert Mayhew/Peter   Schwartz,467
Ayn Rand/Leonard Peikoff/David Harriman,468
Nancy L. Mace/Peter V. Rabins,469
Jorge Cruise,470
Thom Hartmann/Joseph Chilton Pearce/Neale Donald Walsch,471
Michael Cunningham,472
Malcolm Gladwell,473
Ted Dekker,474
Mark Hoppus/Anne Hoppus/Alex Gaskarth,475
Jane Austen/Hugh  Thomson,476
Karen Joy Fowler,477
Jane Austen/Deirdre Le Faye,478
Jane Austen/James Kinsley/Anna Massey/Richard S. Hartmetz/Maurgaux Motin/Deidre Shauna Lynch,479
Kim Wilson/Tom Carpenter,480
Ernest Hemingway/Donald Sutherland,481
Jeanne Sallade Criswell/Gary Carey,482
Julian Barnes,483
Gustave Flaubert/Francis Steegmuller,484
Gustave Flaubert/Douglas Parmée,485
Gustave Flaubert/Roger Whitehouse/Geoffrey Wall,486
Gustave Flaubert/Robert Baldick/Geoffrey Wall,487
Jean-Paul Sartre/Carol Cosman,488
Jeffrey Eugenides,489
Doris Kearns Goodwin,490
Thomas May/John   Adams,491
Abigail Adams/Frank Shuffelton,492
Joseph J. Ellis,493
John  Adams/John Patrick Diggins,494
Ruth Westheimer,495
Jennifer Watson,496
David D. Burns,497
Elisabeth Kübler-Ross,498
Lynne Ann DeSpelder/Albert Lee Strickland,499
Mark Shepard,500
Stephen R. Covey,501
Dan Millman,502
Dan Millman/Robert D. San Souci/T. Taylor Bruce,503
Lance Armstrong/Sally Jenkins,504
John Wilcockson/Graham   Watson,505
Truman Capote/Reynolds Price,506
Truman Capote,507
Margaret Truman,508
Truman Capote/Scott Brick,509
Steven Johnson,510
Temple Grandin/Margaret M. Scariano,511
Iris Fry,512
Edith Wharton/Laszlo Kubinyi,513
Edith Wharton/R.W.B. Lewis,514
Edith Wharton/Maureen Howard,515
Edith Wharton/Cynthia Griffin Wolff,516
Edith Wharton,517
Zilpha Keatley Snyder/Alton Raible,518
Douglas Adams/John Lloyd,519
J.R.R. Tolkien/Humphrey Carpenter/Christopher Tolkien,520
J.R.R. Tolkien/Christopher Tolkien,521
Ruth S. Noel/J.R.R. Tolkien,522
J.R.R. Tolkien/Christina Scull/Wayne G. Hammond,523
E.V. Gordon/A.R. Taylor,524
Sarah M.  Anderson/Karen Swenson,525
Jeffery Deaver,526
Paul Yee,527
Herman Melville/William Hootkins,528
Jan Needle/Patrick Benson/Herman Melville,529
Herman Melville/Carl F. Hovde,530
Michael J. Davey/Duncan Wu,531
Geraldine McCaughrean/Victor G. Ambrus/Herman Melville,532
Edward F. Edinger,533
Julian Markels,534
Elizabeth A. Schultz,535
Steve Martini,536
Terry Pratchett,537
Mark Twain/Grover Gardner,538
Susan  Griffith,539
Theocritus/Kenneth James Dover,540
Hesiod/Glenn W. Most,541
Wole Soyinka/Simon Gikandi,542
H.G. Wells/Patrick Parrinder/Steven McLean/Marina Warner,543
H.G. Wells/Cynthia Brantley Johnson/Benjamin Beard,544
Joseph McMoneagle,545
H.G. Wells/Melvin Burgess,546
H.G. Wells/John R. Hammond,547
H.G. Wells/Ursula K. Le Guin,548
H.G. Wells/Edward Mendelson/Patrick Parrinder,549
Umberto Eco,550
Henri J.M. Nouwen,551
Timothy B. Tyson,552
José Saramago/Giovanni Pontiero,553
José Saramago/Margaret Jull Costa,554
José Saramago/Peter Sís/Margaret Jull Costa,555
José Saramago/Pilar del Río,556
Kahlil Gibran,557
Kahlil Gibran/جبران خليل جبران/Jihad El,558
Kahlil Gibran/جبران خليل جبران/H.M. Nahmad/Robert Hillyer,559
Jack Kerouac,560
Jack Kerouac/Ann Charters,561
Mark Stevens/Annalyn Swan,562
Julie Sylvester/David Sylvester,563
David  Allen/Tina Blythe/Gene Thompson-Grove,564
Sun Tzu/Mark McNeilly,565
Al Ries/Jack Trout,566
Seth Godin/Malcolm Gladwell,567
Clayton M. Christensen/L.J. Ganser,568
Charles Dickens/David Trotter/Charlotte Mitchell,569
Charles Dickens/Edgar Rosenberg,570
Erasmus/Martin Luther/Philip S. Watson/E. Gordon Rupp,571
Harper Lee,572
Harper Lee/Sissy Spacek,573
David H. Chilton,574
Jonathan Swift,575
Jonathan Swift/Jesse Gale,576
Xavier de C./Xavier de C./Joseph Rowe,577
Henry James/R.D. Gooder,578
Henry James/Myra Jehlen,579
Henry James/Leo Bersani,580
Henry James/John Hollander/David Bromwich,581
Geoffrey Chaucer/Nevill Coghill,582
Geoffrey Chaucer/David  Wright,583
Geoffrey Chaucer/Jill Mann,584
Geoffrey Chaucer/Vincent Foster Hopper,585
Helen  Cooper,586
Geoffrey Chaucer/Brian Stone,587
Geoffrey Chaucer,588
Geoffrey Chaucer/Larry Dean Benson/F.N. Robinson,589
Geoffrey Chaucer/Theodore Morrison,590
Mark Kurlansky,591
Deloris Jordan/Kadir Nelson/Roslyn M. Jordan,592
Monique Truong,593
Abdul Rahman Munif/Peter Theroux,594
Kim Stanley Robinson,595
Walter Benjamin/Hannah Arendt/Harry Zohn/Leon Wieseltier,596
Saul Steinberg/Joel Smith/Charles Simic,597
Philip Dutre,598
David Guterson,599
Dave Pelzer,600
William S. Pollack/Mary Pipher,601
Douglas Coupland,602
Jean Aitchison/Diana M. Lewis,603
Ernest Becker/Sam Keen/Daniel Goleman,604
Howard Zinn,605
Howard Zinn/Kathy Emery/Ellen Gordon Reeves,606
Richard Hollis,607
Lisa Lowe,608
Jonathan Hale,609
David Bodanis,610
Rolland Hein/Clyde S. Kilby,611
Madeleine L'Engle/Giotto di Bondone,612
Madeleine L'Engle/Mary Chambers,613
Friedrich Nietzsche/Raymond Geuss/Ronald Speirs,614
Friedrich Nietzsche/Francis Golffing,615
Friedrich Nietzsche,616
Friedrich Nietzsche/Michael Tanner/Shaun Whiteside,617
Alastair Lamb,618
Mark Twain/David Lionel Smith/Sherley Anne Williams,619
Mark Twain/Michael Prichard,620
Katherine Paterson/Donna Diamond,621
Katherine Paterson,622
Emil M. Cioran/Richard Howard,623
Tanya Huff,624
Tracy Chevalier,625
Rosalind Laker,626
Tom Hunter/Tracy Chevalier/Colin Wiggins,627
Tite Kubo,628
Tsugumi Ohba/Takeshi Obata/大場 つぐみ/小畑 健,629
Tsugumi Ohba/Takeshi Obata,630
Valerie Parv,631
Patrick Süskind/John E. Woods,632
Patrick Süskind/Jean-Jacques Sempé,633
Gary Paulsen/Steve Chorney,634
Mike  Rowe/Ronald Radano,635
Daniel Defoe/Virginia Woolf,636
Daniel Defoe/John J. Richetti,637
Daniel Defoe/Michael Shinagel,638
Daniel Defoe/Avi,639
Daniel Defoe,640
Daniel Defoe/Manuel Schonhorn/Charles   Johnson,641
Mark Twain/Paul Baender/Dahlia Armon/Walter Blair,642
Mark Twain/Lee Nelson,643
Mark Twain/Guy Cardwell/Louis J. Budd,644
Mark Twain/Guy Cardwell/John Seelye/Walter Trier,645
Mark Twain/E.W. Kemble,646
Mark Twain/George Saunders,647
Mark Twain/Michael Patrick Hearn/E.W. Kemble,648
Mark Twain,649
Mark Twain/Lin Salamo/Victor Fischer/Michael B. Frank,650
Mark Twain/Charles Neider,651
Mark Twain/Louis J. Budd,652
James Hilton,653
Louisa May Alcott/C. Michael Dudash/Stephen W. Hines,654
Nancy Friday,655
Frances Hodgson Burnett,656
Frances Hodgson Burnett/Sandra M. Gilbert,657
Martha Hailey DuBose/Frances Hodgson Burnett/Lucy Corvino/Arthur Pober,658
Frances Hodgson Burnett/Alison Lurie,659
Frances Hodgson Burnett/Nancy Bond,660
Ann Thwaite,661
Amy Cotler/Frances Hodgson Burnett/Prudence See,662
Thomas Sowell,663
Selina Shirley Hastings/Juan Wijngaard,664
Alcoholics Anonymous,665
Overeaters Anonymous,666
Kimon Nicolaides/Mamie Harmon,667
Andrew Weil,668
Bernard Malamud/Jonathan Safran Foer,669
Bernard Malamud/Robert Giroux,670
Bernard Malamud/Jonathan Rosen,671
Lawrence M. Lasher,672
Bernard Malamud/Aleksandar Hemon,673
Matthew Barber/Elizabeth von Arnim,674
Elizabeth von Arnim,675
E.M. Forster,676
E.M. Forster/Benjamin DeMott,677
Lionel Trilling/E.M. Forster,678
E.M. Forster/Gilbert Adair/Elizabeth Heine,679
P.N. Furbank,680
Robert Hellenga,681
Gordon S. Wood,682
Gordon Korman,683
Deborah  Gordon,684
Ivo Andrić/William H. McNeill,685
Jean Estoril,686
Ivo Andrić/Pascale Delpech,687
Jean Estoril/Mabel Esther Allan,688
Plato/Reginald E. Allen,689
Aristotle/W.S. Hett,690
Aristophanes/Peter Meineck/Ian C. Storey,691
Euripides/Gilbert Murray,692
David Grene/Richmond Lattimore/Aeschylus/Sophocles/Euripides,693
Alan Brennert,694
Eric Jensen,695
Angus Gellatly/Oscar Zárate/Richard Appignanesi,696
Isabel Allende/Margaret Sayers Peden,697
Isabel Allende,698
Isabel Allende/Richard D. Woods/Kenneth M. Taggart,699
Ivo Andrić/Ernst E. Jonas,700
Jean Estoril/Jenny Sanders,701
Mark Kurlansky/S.D. Schindler,702
Mark Kurlansky/Dalai Lama XIV,703
Open City Magazine/James Purdy/Daniel Pinchbeck/Michael Cunningham/Deborah Garrison/Rem Koolhaas/Rick Moody/Strawberry Saroyan/Debra Garrison,704
Wallace Stegner/Jackson J. Benson,705
Steve Krug,706
Louis de Bernières,707
Faïza Guène/Sarah    Adams,708
Lawrence Otis Graham,709
Otis Williams/Patricia Romanowski,710
Colleen McCullough,711
Jill Colella/CliffsNotes,712
Mitch Albom,713
Tim O'Brien,714
Nicholas Sparks,715
Nicholas Sparks/Micah Sparks,716
Nicholas Sparks/Ramón González Férriz,717
Gwyn Hyman Rubio,718
Lori Avocato/Dana Cameron/Mary Dahiem/Suzanne Macpherson/Cait London/Kerrelyn Sparks/Mary Daheim,719
Marisha Pessl,720
Lois Beckwith,721
Harry G. Frankfurt/Baruch Spinoza,722
Janet Evanovich,723
Jayne Ann Krentz,724
Sarah Ban Breathnach,725
Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,726
George E. Stanley,727
Kaho Miyasaka,728
Fulton J. Sheen,729
George MacDonald/Michael R. Phillips,730
Ivan Turgenev/Constance Garnett,731
Jane Moore,732
Amanda Clark,733
Justin   O'Brien,734
Antonio Gramsci,735
L.M. Montgomery,736
L.M. Montgomery/Mary Henley Rubio/Elizabeth Hillman Waterston,737
L.M. Montgomery/Rea Wilmshurst,738
