Author,author_id
Kate Bornstein,2309
Sara Quin,2310
David Rakoff,2311
Tucker Max,2312
Sławomir Rawicz,2313
Richard Bachman,2314
Nelson Mandela,2315
Kofi Annan,2316
Danny Glover,2317
Nancy M. Armstrong,2318
Paulette Livers-Lambert,2319
Erik Larson,2320
Marc Bloch,2321
Peter Putnam,2322
Joseph Reese Strayer,2323
William Holdsworth,2324
Richard Hofstadter,2325
Edward Countryman,2326
Elizabeth Kostova,2327
Justine Eyre,2328
Robert B. Baer,2329
Peter Robinson,2330
East Bay M. U. D. Staff,2331
Nora Harlow,2332
Jill M. Singleton,2333
Barrie D. Coate,2334
Kristine Sandoe,2335
Leah Bendavid-Val,2336
National Geographic Society,2337
Bill Hurter,2338
J.D. Robb,2339
Jeff   Smith,2340
Michel Etienne,2341
Daniel Mortier,2342
Elizabeth  Gray,2343
Donald L. Lawler,2344
Michael Gillespie,2345
Joseph Bristow,2346
Usamah ibn Munqidh,2347
Philip Khuri Hitti,2348
Richard W. Bulliet,2349
Gail Grant,2350
Eliza Gaynor Minden,2351
John Green,2352
Caroline Denzler,2353
Peter Martins,2354
Paul Kolnik,2355
Richard Corman,2356
Howard  Kaplan,2357
Barbara  Newman,2358
Gill Tomblin,2359
Darcey Bussell,2360
Alexandra Moss,2361
Veronica Bennett,2362
Jane Yolen,2363
George Balanchine,2364
Francis Mason,2365
Scott Speck,2366
Evelyn Cisneros,2367
Adèle Geras,2368
Shelagh McNicholas,2369
Carol Lee,2370
Katharine Holabird,2371
Helen Craig,2372
Janice Ross,2373
Allan Ulrich,2374
Brigitte Lefevre,2375
Susan Au,2376
John               White,2377
Jahnna N. Malcolm,2378
Nicholas Evans,2379
Marian Keyes,2380
Magda Botin,2381
Madga Bogin,2382
Frederick P. Lenz,2383
Jimmy Carter,2384
Steven F. Hayward,2385
Fannie Flagg,2386
Stephen Nachmanovitch,2387
Rupa Bajwa,2388
Sophie Kinsella,2389
Nuala O'Faolain,2390
James T. Farrell,2391
Charles Fanning,2392
John  Miller,2393
Stuart Dybek,2394
Richard Peter McKeon,2395
Søren Kierkegaard,2396
Walter Lowrie,2397
Georg Wilhelm Friedrich Hegel,2398
A.V. Miller,2399
John Niemeyer Findlay,2400
Yirmiyahu Yovel,2401
Martin Heidegger,2402
Kenneth Maly,2403
Parvis Emad,2404
John M. Cooper,2405
Dorothea Frede,2406
Alexander Nehamas,2407
Anthony Kenny,2408
Rosamond Kent Sprague,2409
Nicholas D. Smith,2410
Karen Bell,2411
D.S. Hutchinson,2412
Donald J. Zeyl,2413
Francisco J. González,2414
Diskin Clay,2415
Malcolm Schofield,2416
Glenn R. Morrow,2417
Jonathan Barnes,2418
G.M.A. Grube,2419
Brad Inwood,2420
Mark Joyal,2421
Jackson P. Hershbell,2422
J.M. Edmonds,2423
Myles Burnyeat,2424
Nicholas P. White,2425
Mary Louise Gill,2426
David Gallop,2427
Jeffrey Mitscherling,2428
Richard D. McKiharan Jr.,2429
Andrew S. Becker,2430
Mark Reuter,2431
M.J. Levett,2432
Paul        Ryan,2433
Christopher Biffle,2434
Jenny Nimmo,2435
Gertrude Chandler Warner,2436
Marcel Proust,2437
C.K. Scott Moncrieff,2438
Terence Kilmartin,2439
D.J. Enright,2440
Miroslav Volf,2441
Eduardo Galeano,2442
Cedric Belfrage,2443
Mark Schafer,2444
Jack Frost,2445
William Stacy Johnson,2446
Linda Lael Miller,2447
John O'Donohue,2448
Mark Behr,2449
Claudia Conde,2450
Julia Briggs,2451
Marjane Satrapi,2452
Mattias Ripa,2453
Anjali Singh,2454
Dave Barry,2455
Ridley Pearson,2456
Greg Call,2457
Julie Garwood,2458
Robert Jordan,2459
David Horowitz,2460
Richard Poe,2461
Michelle Sagara,2462
Michelle Sagara West,2463
Robert A. Johnson,2464
Jun'ichirō Tanizaki,2465
Thomas J. Harper,2466
Elisabeth Elliot,2467
Christine Feehan,2468
Alfred Birnbaum,2469
Jay Rubin,2470
David     Payne,2471
Nikolaus Hansen,2472
Pociao,2473
Roberto de Hollanda,2474
Walter Hartmann,2475
Lee Stringer,2476
Ivan Chermayeff,2477
Dave McKean,2478
Leo Dillon,2479
Diane Dillon,2480
Dave Gibbons,2481
Richard Corben,2482
Mike Mignola,2483
Sam Weller,2484
Richard H. Rovere,2485
Italo Calvino,2486
Peter Washington,2487
Erica Jong,2488
Jessica Hagedorn,2489
Stephen Kinzer,2490
Thomas Fahy,2491
Milan Kundera,2492
Michael Henry Heim,2493
Joy Kogawa,2494
Barack Obama,2495
Jon Halliday,2496
Mao Zedong,2497
Peter Hessler,2498
Peg Kerr,2499
D.H. Lawrence,2500
Robin Norwood,2501
Susan Forward,2502
Joan Torres,2503
Jonathan Lethem,2504
Kenneth Robeson,2505
Lester Dent,2506
Terry Tempest Williams,2507
T.H. Watkins,2508
Albert Marrin,2509
C.B. Mordan,2510
James Clavell,2511
"John ""Red"" Shea",2512
Mark Wahlberg,2513
Ben Katchor,2514
Ellen Archer,2515
Patrick Lawlor,2516
Åsne Seierstad,2517
Ingrid Christopherson,2518
Fatemeh Keshavarz,2519
Joseph E. Stiglitz,2520
Curtis Sittenfeld,2521
Richard Maltby,2522
Melvyn Bragg,2523
Denis Johnson,2524
Bob Colacello,2525
James C.    Simmons,2526
Marie Rudisill,2527
Rudolph R. Windsor,2528
El Hagahn,2529
Kira Salak,2530
Ian Buruma,2531
Gertrude the Great,2532
Gertrud Jaron Lewis,2533
Ursula Gräfe,2534
Kōbō Abe,2535
E. Dale Saunders,2536
Juliet Winters Carpenter,2537
Max Frisch,2538
Bernd Matzkowski,2539
Hazel E. Barnes,2540
Mary Warnock,2541
Richard Eyre,2542
Sten Nadolny,2543
C.D. Payne,2544
Deborah Spungen,2545
Alex Cox,2546
Abbe Wool,2547
James D. Bradley,2548
Ron Powers,2549
Michael R. French,2550
Philip Pullman,2551
Antonia Fraser,2552
Alison Weir,2553
J. Keith Cheetham,2554
Tad Williams,2555
Jenny Wormald,2556
John Guy,2557
Carolly Erickson,2558
Robert Hutchinson,2559
Margaret George,2560
Margaret Hodges,2561
Trina Schart Hyman,2562
Gene Wilder,2563
Nora Bierich,2564
Kyle Freeman,2565
Sigrid Nunez,2566
Helen Fisher,2567
Mary Jane Maffini,2568
Stephen Colbert,2569
Paul Dinello,2570
Joe Mantello,2571
Dobrica Erić,2572
Wisława Szymborska,2573
Stanisław Barańczak,2574
Clare Cavanagh,2575
Magnus J. Kruyski,2576
Joanna Trzeciak,2577
Czesław Miłosz,2578
Charlotte Brontë,2579
Michael Mason,2580
M.M. Kaye,2581
Paul Farmer,2582
Amartya Sen,2583
Fritjof Capra,2584
Edward T. Haslam,2585
Jim Marrs,2586
Mark S. Smith,2587
Patrick D. Miller,2588
Joan Dayan,2589
Colin Dayan,2590
Ted Steinberg,2591
Christopher Partridge,2592
Jim  Powell,2593
Larry McMurtry,2594
Karen Rizzo,2595
Julie Andrews Edwards,2596
Emma Walton Hamilton,2597
Tony Walton,2598
Ruby Randig,2599
Johanna Westerman,2600
Giles Andreae,2601
Guy Parker-Rees,2602
Hugh Laurie,2603
Marina Belozerskaya,2604
David A. Ufer,2605
Kirsten Carlson,2606
Wilson Rawls,2607
Rafe Martin,2608
Borden Deal,2609
Kemp P. Battle,2610
Robert Bethke,2611
Harold Courlander,2612
Nicholasa Mohr,2613
Dick Perry,2614
John R. Erickson,2615
Marc Platt,2616
Andrew    Hunt,2617
Andrew Cartmel,2618
Greg Behrendt,2619
Liz Tuccillo,2620
Michaela Muntean,2621
Pascal Lemaître,2622
Beth Hensperger,2623
Julie Kaufmann,2624
Martine Agassi,2625
Marieka Heinlen,2626
Sarah Susanka,2627
Kira Obolensky,2628
Rachel Lichtenstein,2629
Iain Sinclair,2630
Fiona McAuslan,2631
Matthew  Norman,2632
Richard Gott,2633
Nancy Osa,2634
Stephen Coonts,2635
Kim Edwards,2636
Joyce Johnson,2637
Paul Pitchford,2638
Rebecca  Wood,2639
Eugene Linden,2640
Margaret  Rose,2641
Heather Rose Jones,2642
Geoffrey Brock,2643
Girolamo De Michele,2644
Alastair McEwen,2645
Agnolo di Cosimo Bronzino,2646
R.C.S. Libri,2647
John Radziewicz,2648
Hugh Bredin,2649
Candida Höfer,2650
Thomas Cleary,2651
Pulat Otkan,2652
Giray Fidan,2653
Gerald A. Michaelson,2654
Ralph D. Sawyer,2655
Declan Kiberd,2656
Pierdomenico Baccalario,2657
Iacopo Bruno,2658
Leah D. Janeczko,2659
Shelley Klein,2660
Barbara T. Cooper,2661
Michael Page,2662
Keith Wren,2663
King Arthur Flour,2664
Frank Portman,2665
George R.R. Martin,2666
ZBS Foundation,2667
Bettina Blanch Tyroller,2668
John  Glover,2669
Ana Juan,2670
John Cullum,2671
Becky Ann Baker,2672
Íñigo Jáuregui,2673
Peter Gerety,2674
Arliss Howard,2675
Campbell Scott,2676
George Beahm,2677
Brian James Freeman,2678
Bev Vincent,2679
Glenn Chadbourne,2680
Peter Straub,2681
Stanley Wiater,2682
Hank Wagner,2683
María Mir,2684
Marie Milpois,2685
Sam Walton,2686
John Huey,2687
Barry Schwartz,2688
Robert D. Kaplan,2689
Andreas J. Köstenberger,2690
Peter T. O'Brien,2691
Roger Lowenstein,2692
Francine Pascal,2693
Molly Mia Stewart,2694
Ying-Hwa Hu,2695
Kate McMullan,2696
Janet Allison Brown,2697
R.W. Alley,2698
Rudyard Kipling,2699
Jeffrey Meyers,2700
George Gladir,2701
John L. Goldwater,2702
Steve Geppi,2703
Michael I. Silberkleit,2704
Walker Percy,2705
Gregory Maguire,2706
Douglas Smith,2707
Christopher M. Andrew,2708
Vasili Mitrokhin,2709
John Terra,2710
Stephen Clarke,2711
Geneviève,2712
Michael    Heath,2713
Cassandra Campbell,2714
Edward Shenton,2715
Michael S. Reynolds,2716
Leonardo Padura,2717
John King,2718
William M. White,2719
Bernice Kert,2720
Amanda Hemingway,2721
John Slattery,2722
Bernard DeVoto,2723
Lynn Stegner,2724
E.B. White,2725
Dorothy Lobrano Guth,2726
Martha White,2727
Roger Angell,2728
Barbara Cohen,2729
Judith Stonehill,2730
Jon Lee Anderson,2731
José Hernández,2732
Leena Nivala,2733
Caroline Preston,2734
Allan C. Weisbecker,2735
Solomon Jones,2736
Steve Martin,2737
Anita Thompson,2738
Douglas Brinkley,2739
Walter Isaacson,2740
Evan Thomas,2741
Anne Lamott,2742
Cecelia Ahern,2743
Patricia Scanlan,2744
Gemma O'Connor,2745
Sarah Webb,2746
Morag Prunty,2747
Cathy Kelly,2748
Colette Caddle,2749
Marita Conlon-McKenna,2750
Martina Devlin,2751
Clare Dowling,2752
Catherine Foley,2753
Aine Greaney,2754
Suzanne Higgins,2755
Rosaleen Linehan,2756
Joan O'Neill,2757
Julie Parsons,2758
Deirdre Purcell,2759
Martina Reilly,2760
Mary Ryan,2761
Annie Sparrow,2762
Una Brankin,2763
Jerry Ahern,2764
Chris Gardner,2765
Jodi Picoult,2766
Charles Frazier,2767
Hanshan,2768
Red Pine,2769
John Blofeld,2770
Susan    Lewis,2771
Billy Crystal,2772
Elizabeth Sayles,2773
Dick Schaap,2774
Phillip Margolin,2775
Timothy Truman,2776
Rick Leonardi,2777
Tom Raney,2778
Al Rio,2779
Janos Farkas,2780
James Axler,2781
Matt Keefe,2782
William Faulkner,2783
Noel Polk,2784
Joseph Blotner,2785
Katherine Neville,2786
Louise Bates Ames,2787
Frances L. Ilg,2788
Carol C. Haber,2789
Betty David,2790
Henepola Gunaratana,2791
Eliot Asinof,2792
Stephen Jay Gould,2793
Leonor Tejada Conde-Pelayo,2794
Harry Levin,2795
Jeri Johnson,2796
Thiên Lương,2797
Stevie Davies,2798
Richard J. Dunn,2799
Jane E. Gerver,2800
Bill Dodge,2801
Arturo Pérez-Reverte,2802
John Bowen,2803
Sonia Soto,2804
Anaïs Nin,2805
Gunther Stuhlmann,2806
Val Telberg,2807
Bart King,2808
Chris Sabatino,2809
Clint Willis,2810
Jason Hook,2811
Carmelina Payá,2812
Antonio Samons,2813
J. Maarten Troost,2814
Jim Trelease,2815
David K. Shipler,2816
Christie Ridgway,2817
Peter J. D'Adamo,2818
Catherine Whitney,2819
Isaac Asimov,2820
Robert A. Greenberg,2821
C.S. Lewis,2822
Kenneth Branagh,2823
Pauline Baynes,2824
Kathleen Norris,2825
Shifra Horn,2826
Dalya Bilu,2827
Pansy,2828
Isabella MacDonald Alden,2829
Elie Wiesel,2830
Robert McAfee Brown,2831
Matthew Fox,2832
Edward J. Larson,2833
Brian Troxell,2834
Frances Frenaye,2835
Stephen Becker,2836
Anne Borchardt,2837
Margo Maine,2838
Craig  Johnson,2839
Craig L. Johnson,2840
Connie Mason,2841
Dan B. Allender,2842
Julia Alvarez,2843
Bruce Edward Walker,2844
Ken Kesey,2845
Iris Murdoch,2846
Mary Kinzie,2847
George Steiner,2848
Peter J. Conradi,2849
Peter Reed,2850
Susan Howatch,2851
Mary McCarthy,2852
Susan Cooper,2853
Donald Devenish Walsh,2854
Mercer Mayer,2855
A.S. Byatt,2856
Stephen Tapscott,2857
Scott Leonard,2858
Megan McMorris,2859
Barbara W. Tuchman,2860
Robert K. Massie,2861
Sinclair Lewis,2862
Michael R.  Meyer,2863
Brooke Allen,2864
Richard R. Lingeman,2865
Arthur Edward Waite,2866
Jan Frank,2867
Stasi Eldredge,2868
Gary Smalley,2869
Raymond Carver,2870
Robert Altman,2871
Luann Walther,2872
Philip Gourevitch,2873
The Paris Review,2874
Rebecca West,2875
Elizabeth Bishop,2876
Robert Gottlieb,2877
Richard Price,2878
Billy Wilder,2879
Jack Gilbert,2880
T.S. Eliot,2881
James M. Cain,2882
Paul Hendrickson,2883
Marion Post Wolcott,2884
Alice Walker,2885
Melody Carlson,2886
Chaim Potok,2887
Jean-Daniel Brèque,2888
Patricia Schultz,2889
Robert R. McCammon,2890
William Olivier Desmond,2891
Maria Teresa Marenco,2892
Michele Wrightson,2893
Verónica Canales,2894
Lois H. Gresh,2895
Robert E. Weinberg,2896
Josh Hamilton,2897
Gregorio Vlastelica,2898
Eduardo Goligorsky,2899
Raynold Gideon,2900
Judith Farr,2901
Louise Carter,2902
Richard B. Sewall,2903
Emily Dickinson,2904
R.W. Franklin,2905
Sylvia Plath,2906
Karen V. Kukil,2907
Frieda Hughes,2908
Paul Alexander,2909
Frances McCullough,2910
Ronald Hayman,2911
Keri Hulme,2912
James Plath,2913
Jacquelyn Reinach,2914
Richard Hefter,2915
Oscar Hijuelos,2916
John Cheever,2917
Pelle Fritz-Crone,2918
Orhan Pamuk,2919
Maureen Freely,2920
عین له غریب,2921
Victoria Rowe Holbrook,2922
Rafael Carpintero,2923
Ian Jack,2924
Octavio Paz,2925
Eliot Weinberger,2926
Lysander Kemp,2927
Yara Milos,2928
Charles Tomlinson,2929
Monique Fong Wust,2930
G. Aroul,2931
Paul Blackburn,2932
Denise Levertov,2933
Muriel Rukeyser,2934
Mark Strand,2935
Helen Lane,2936
Anthony Minghella,2937
Penelope Fitzgerald,2938
Marilynne Robinson,2939
Hans Hermann,2940
Iris Menéndez,2941
Carol Shields,2942
Elisabeth Jean Wood,2943
Sid Fleischman,2944
Cynthia Voigt,2945
Mary B. Collins,2946
Andrew P. Trout,2947
Lou Priolo,2948
William Styron,2949
Robert L. Geneve,2950
Bebe Moore Campbell,2951
Anne Rice,2952
Stanley Crouch,2953
James  Wood,2954
Kelley Armstrong,2955
Don Webb,2956
Jack Williamson,2957
Albert Camus,2958
Stuart Gilbert,2959
Justin O'Brien,2960
David Bellos,2961
Anthony Bower,2962
Herbert Read,2963
Jacqueline Levi-Valensi,2964
Arthur Goldhammer,2965
David Carroll,2966
Jacqueline Harpman,2967
Ros Schwartz,2968
Robert Polito,2969
Jim Thompson,2970
David Goodis,2971
Chester Himes,2972
Iain M. Banks,2973
Irene Bonhorst,2974
Alan MacGillivray,2975
Iain Banks,2976
Robert Faggen,2977
Tony Tanner,2978
John Dugdale,2979
Patricia Hall,2980
Paul Bowles,2981
Daniel Halpern,2982
Francine Prose,2983
Ann Major,2984
Paul Coughlin,2985
Laura Schlessinger,2986
Ludwig Wittgenstein,2987
G.E.M. Anscombe,2988
David Edmonds,2989
John Eidinow,2990
David Pears,2991
Brian McGuinness,2992
Bertrand Russell,2993
George Henrik von Wright,2994
Saul A. Kripke,2995
Ray Monk,2996
Allan Janik,2997
Stephen Toulmin,2998
Rush Rhees,2999
Eugene O'Neill,3000
Carlos A. Schwantes,3001
Samuel Beckett,3002
Jonathan Croall,3003
Peter Hall,3004
Eugène Ionesco,3005
Donald M. Allen,3006
Charles Marowitz,3007
Donald   Watson,3008
Margaret Bertha Synge,3009
Luigi Pirandello,3010
Mark Musa,3011
Tom Stoppard,3012
Robert Rietty,3013
Julian Mitchell,3014
John Linstrum,3015
Sam Shepard,3016
Richard Gilman,3017
Robert Frost,3018
Noel Perrin,3019
Richard  Adams,3020
Jacqueline K. Ogburn,3021
Marjorie A. Priceman,3022
Louise Borden,3023
Allan Drummond,3024
Marguerite Yourcenar,3025
Grace Frick,3026
Nicholas A. Basbanes,3027
Fatih Özgüven,3028
Morton Dauwen Zabel,3029
Frederick R. Karl,3030
Susan Jeffers,3031
Edward Connery Lathem,3032
Thomas Bernhard,3033
Michael Hofmann,3034
Richard Poirier,3035
Mark   Richardson,3036
Jay Parini,3037
Tennessee Williams,3038
Arthur  Miller,3039
"Sam Bass Warner, Jr.",3040
Sam B. Warner,3041
Nicholas Grene,3042
Chet Green,3043
Mary Pope Osborne,3044
Derek Jacobi,3045
Charles H. Wilson,3046
Imogen Stubbs,3047
Susan Moller Okin,3048
Carroll John Daly,3049
Drew Bishop,3050
Jo Ann Ooiman Robinson,3051
Nathaniel Hawthorne,3052
Thomas E. Connolly,3053
Nina Baym,3054
Kathryn Harrison,3055
Karin Jacobson,3056
Clifton Fadiman,3057
Gary Handwerk,3058
Walter Kaufmann,3059
Peter Gay,3060
R.J. Hollingdale,3061
Michael Teitelbaum,3062
Ron Zalme,3063
Nancy Milford,3064
João Guimarães Rosa,3065
Ruth Ozeki,3066
Florence Mortimer,3067
Katherine Streeter,3068
Richard Russo,3069
Gus Russo,3070
Richard Ford,3071
Graydon Carter,3072
Tom Ford,3073
Anna Wintour,3074
Bridget Foley,3075
Steven Watts,3076
Jim Morrison,3077
Mary B. Morrison,3078
Louis-Ferdinand Céline,3079
Ralph Manheim,3080
William T. Vollmann,3081
Paul Robert Magocsi,3082
Nella Larsen,3083
Carla Kaplan,3084
Charles Larson,3085
Marita Golden,3086
Sonny Brewer,3087
Peter Sekirin,3088
Boris Pasternak,3089
B. Deutsch,3090
Marina Tsvetaeva,3091
Rainer Maria Rilke,3092
Thomas Wolfe,3093
Pat Conroy,3094
Howard Korder,3095
Travis Bogard,3096
Norman Mailer,3097
John Buffalo Mailer,3098
Lynda La Plante,3099
James Hamilton-Paterson,3100
Erin McCarthy,3101
Pete McCarthy,3102
Anna Brailovsky,3103
Joseph Frank,3104
Alan Myers,3105
W. Michael Kelley,3106
David Mamet,3107
Robert Creeley,3108
Mary Roach,3109
Iain Levison,3110
P.G. Wodehouse,3111
Gretchen Schields,3112
Charles Bowden,3113
Richard Brautigan,3114
Taylan Taftaf,3115
Eudora Welty,3116
Michael Kreyling,3117
Richard Bausch,3118
Anne Fadiman,3119
Noam Chomsky,3120
John Rajchman,3121
Barry Pateman,3122
Gilbert Achcar,3123
Stephan R. Shalom,3124
Arthur Naiman,3125
David Barsamian,3126
Sandy Niemann,3127
Donaldo Macedo,3128
C.P. Otero,3129
Shirley Rousseau Murphy,3130
Jean-Jacques Rousseau,3131
Patrick Coleman,3132
Angela Scholar,3133
Maurice Cranston,3134
James A. Michener,3135
Robert Vavra,3136
John Grogan,3137
Graham Handley,3138
Terry C. Johnston,3139
Margot Adler,3140
Scott O'Dell,3141
Shirley Hazzard,3142
Charles R. Johnson,3143
Lydia Davis,3144
Elizabeth Dalton,3145
Elizabeth Mayne,3146
Ira Levin,3147
Otto Penzler,3148
Kate William,3149
William Hjortsberg,3150
Ridley Scott,3151
James Crumley,3152
Melissa M. Garcia,3153
Alice Kaplan,3154
Craig Raine,3155
Ha Jin,3156
Robert Mason,3157
Michael Morpurgo,3158
Michael Foreman,3159
Maryam Riess,3160
Marion Wiesel,3161
Carlos Castañeda,3162
Ronald Hingley,3163
Steve Blamires,3164
Sandy Leuthner,3165
Daphne du Maurier,3166
Sally Beauman,3167
Rebecca Goldstein,3168
Rebecca York,3169
John Barth,3170
David   West,3171
W. R. Johnson,3172
Horace Walpole,3173
E.F. Bleiler,3174
True Kelley,3175
Diane deGroat,3176
R.A. Foakes,3177
Barbara A. Mowat,3178
Paul Werstine,3179
Deborah Esch,3180
Jonathan Warren,3181
Anthony Curtis,3182
Peter G. Beidler,3183
Mary Berry,3184
Michael Clamp,3185
David L. Stevenson,3186
Samuel West,3187
F.H. Mares,3188
Mark Helprin,3189
Isak Dinesen,3190
Karen Blixen,3191
Troy Denning,3192
Neil Taylor,3193
Bob      Smith,3194
David Threlfall,3195
Don Warrington,3196
Anne-Marie Duff,3197
John   Bowe,3198
Michael Feast,3199
Adrian Lester,3200
Marvin Spevack,3201
Marga Munkelt,3202
James K. Lowers,3203
David Scott Kastan,3204
Lewis Carroll,3205
Jane Carruth,3206
Rene Cloke,3207
John Tenniel,3208
Lawrence Durrell,3209
Susan Dunn,3210
Gita May,3211
Robert N. Bellah,3212
Conor           Cruise O'Brien,3213
Carl Hiaasen,3214
James W. Hall,3215
Edna Buchanan,3216
Les Standiford,3217
Paul Levine,3218
Brian Antoni,3219
Tananarive Due,3220
John Dufresne,3221
Vicki Hendricks,3222
Carolina Hospital,3223
Evelyn Mayerson,3224
Edward Asner,3225
Andrés Duany,3226
Elizabeth Plater-Zyberk,3227
Jeff Speck,3228
Don Colbert,3229
James Redfield,3230
Lou Diamond Phillips,3231
Donald Spoto,3232
Andrew Gross,3233
Maxine Paetro,3234
Michael Ledwidge,3235
Howard Roughan,3236
Michael Garland,3237
Howard Stern,3238
Lesley Glaister,3239
Kevin Smith,3240
Phil Hester,3241
Ande Parks,3242
Stephanie Spinner,3243
Linda Sunshine,3244
Diego Rivera,3245
Jean-Michel Basquiat,3246
Sara Jane Boyers,3247
Douglas R. Nickel,3248
Graeme Base,3249
Maxim Gorky,3250
Avrahm Yarmolinsky,3251
Moura Budberg,3252
Jane Heller,3253
Ruth Heller,3254
Zoë Heller,3255
Paul Crilley,3256
Malcolm Heath,3257
Igor Stravinsky,3258
George Seferis,3259
Arthur Knodel,3260
Ingolf Dahl,3261
C. Hassell Bullock,3262
John Milner,3263
Piet Mondrian,3264
Mark Rothko,3265
Miguel López-Remiro,3266
Lee Seldes,3267
Diane Waldman,3268
Henry M. Sayre,3269
Pindar,3270
William H. Race,3271
Cecil Maurice Bowra,3272
Daniel C. Snell,3273
Dawson William Turner,3274
Maehler,3275
Abraham Moore,3276
G.S. Conway,3277
Richard Stoneman,3278
Garth Nix,3279
Fred Chappell,3280
Mark Rudman,3281
Elaine Terranova,3282
Richard Elman,3283
Katharine Washburn,3284
George D. Economou,3285
Prima Publishing,3286
Joyce Meyer,3287
Brenda Joyce,3288
Miriam Toews,3289
Marilyn Herbert,3290
Dorothy Dunnett,3291
Stuart McLean,3292
David  Michaels,3293
Raymond Benson,3294
Douglas E. Winter,3295
Kathleen Banks Freeman,3296
Hermann Alexander Diels,3297
Philip Ellis Wheelwright,3298
Geoffrey S. Kirk,3299
John Earle Raven,3300
Catherine Osborne,3301
Ted Honderich,3302
Anaximander,3303
Anaximenes,3304
Empedocles,3305
Gorgias of Leontini,3306
Heraclitus,3307
Parmenides,3308
Protagoras,3309
Pythagoras,3310
Thales,3311
Thrasymachus,3312
Zeno of Elea,3313
María Eugenia Ciocchini Suárez,3314
Catherine Thimmesh,3315
Melissa Sweet,3316
Stanley Coren,3317
Michael J. Gelb,3318
Jane Walmsley,3319
Terry Cole-Whittaker,3320
Jiddu Krishnamurti,3321
D. Rajagopal,3322
Pam Johnson-Bennett,3323
Giuliana DePandi,3324
Howard W. Stone,3325
James O. Duke,3326
Hirohiko Araki,3327
Ben Avery,3328
Mike S. Miller,3329
Mike Crowell,3330
Roy Dotrice,3331
Charles de Lint,3332
James W. Loewen,3333
Miguel Serrano,3334
Hilda Rosner,3335
Jelena Bojić,3336
Kyoko Hikawa,3337
Yuko Sawada,3338
Freeman Wong,3339
Takehiko Inoue,3340
CLAMP,3341
William Flanagan,3342
Anthony Gerard,3343
Yumi Hotta,3344
Yukari Umezawa,3345
Tetsuichiro Miyaki,3346
Pookie Rolf,3347
Alexis Kirsch,3348
E.R. Eddison,3349
Keith   Henderson,3350
Gerald Ravenscourt Hayes,3351
Frederick P. Brooks Jr.,3352
Junji Ito,3353
伊藤潤二,3354
Naomi Kokubo,3355
Yōko Kamio,3356
神尾葉子,3357
Lao Tzu,3358
J.P. Seaton,3359
Samuel Roukin,3360
Margot Paronis,3361
Mikhail Tal,3362
Iakov Damsky,3363
Kenneth P. Neat,3364
Hanon W. Russell,3365
Eiji Nonaka,3366
Brendan Frayne,3367
Fuyumi Ono,3368
小野 不由美,3369
Akihiro Yamada,3370
山田 章博,3371
Elye J. Alexander,3372
Alexander O. Smith,3373
Suzette Haden Elgin,3374
Hiroyuki Morioka,3375
Julie Powell,3376
Yasunari Kawabata,3377
Nancy Conrad,3378
Howard A. Klausner,3379
Buzz Aldrin,3380
Chie Shinohara,3381
Yayoi Ogawa,3382
小川 彌生,3383
Chieri Uegaki,3384
Stéphane Jorisch,3385
Suki Kim,3386
R. Scott Bakker,3387
Raymond E. Feist,3388
Roger Zelazny,3389
Scott Zrubeck,3390
Steven Brust,3391
Tamora Pierce,3392
Josepha Sherman,3393
Margaret Mahy,3394
Lesley McBain,3395
Bruce Rogers,3396
Pamela F. Service,3397
Jan Stirling,3398
Holly Black,3399
Doranna Durgin,3400
India Edghill,3401
Rosemary Edghill,3402
Esther M. Friesner,3403
Laura Anne Gilman,3404
Janis Ian,3405
Brett Hartinge,3406
Joyce Lankester Brisley,3407
Mandy Aftel,3408
Jackie French Koller,3409
Rebecca Guay,3410
Brett Booth,3411
Katherine Dunn,3412
Kenneth Lafreniere,3413
Sylvia Nasar,3414
Edward de Bono,3415
Sayadaw U. Pandita,3416
Kate Wheeler,3417
Swami Vivekananda,3418
Carlo Capararo,3419
Sergio Mancini,3420
Roberta Zuppet,3421
Juliet Marillier,3422
Andrew Solomon,3423
Frank Warren,3424
William Kalush,3425
Larry Sloman,3426
Melanie Rawn,3427
Kate Elliott,3428
Jennifer Roberson,3429
James Preller,3430
Jamie  Smith,3431
Lois Gladys Leppard,3432
Konrad Eisenbichler,3433
Konrad Lorenz,3434
Marjorie Kerr Wilson,3435
David S. Garnett,3436
David Ferring,3437
Mercedes Lackey,3438
Roberta Gellis,3439
Sarah A. Hoyt,3440
Fiona Patton,3441
Janni Lee Simner,3442
Judith Tarr,3443
Larry Dixon,3444
Michael Z. Williamson,3445
Nancy Asire,3446
Richard Lee Byers,3447
Brenda Cooper,3448
Stephanie D. Shaver,3449
Kate Paulk,3450
Michael Longcor,3451
Ben Ohlander,3452
Eric Flint,3453
Dave Freer,3454
Gary A. Braunbeck,3455
John Helfers,3456
Elisabeth Waters,3457
Lawrence Schimel,3458
Mark Shepherd,3459
John Yezeguielian,3460
Mel White,3461
Kristin Schwengel,3462
Philip M. Austin,3463
Tanith Lee,3464
C.E. Murphy,3465
Bruce Patton,3466
Douglas Stone,3467
Sheila Heen,3468
Alisa Freedman,3469
Howard Hibbett,3470
J. Martin Holman,3471
Lane Dunlop,3472
Yukio Mishima,3473
Michael Emmerich,3474
Richard Olney,3475
Lady Sarashina,3476
Ivan Morris,3477
Audrey Niffenegger,3478
